key_point_id,evidence_id_1,evidence_id_2,evidence_id_3,evidence_id_4,evidence_id_5,evidence_1,evidence_2,evidence_3,evidence_4,evidence_5,topic,source_1,source_2,source_3,source_4,source_5,argument,stance,label
kp_8_8,evi_8_53,evi_8_54,evi_8_55,evi_8_56,evi_8_57,"Almost a decade after the onset of the global financial crisis, national debt in advanced economies remains near its highest level since World War II, averaging 104 percent of GDP. In Japan, the ratio is 240 percent and in Greece almost 185 percent. In Italy and Portugal, debt exceeds 120 percent of GDP. Without measures either to cut spending or increase revenue, the situation will only get worse.","The most commonly proposed austerity measures in the IMF loans include wage bill cuts and freezes (31 countries), increases to or the introduction of value-added tax (VAT) (14 countries), and general public expenditure cuts (55 countries).","David Cameron used his speech at the Scottish Conservative conference over the weekend to hit back. He said: 'Our opponents bleat on about austerity but I tell you – if we don’t get a grip of these debts, they will grip us.'",The budget deficit was 11% of GDP in 2009-10. It is now about 5.5% and the Office for Budget Responsibility (OBR) of UK predicts a surplus by the end of the decade.,"The chancellor, George Osborne, certainly plans more austerity, hoping to achieve a budget surplus and a rapidly declining debt-to-GDP ratio by the end of the decade (four years later than he originally predicted).",We should adopt an austerity regime,https://www.imf.org/en/Publications/fandd/issues/2018/03/alesina,https://oxfamilibrary.openrepository.com/bitstream/handle/10546/621210/bp-covid-loans-imf-austerity-110821-en.pdf,https://theconversation.com/austerity-was-necessary-in-2010-but-we-dont-need-much-more-37939,https://theconversation.com/austerity-was-necessary-in-2010-but-we-dont-need-much-more-37939,https://theconversation.com/austerity-was-necessary-in-2010-but-we-dont-need-much-more-37939,Austerity is necessary to reduce deficits or pay debts,1,1.0
kp_8_2,evi_8_17,evi_8_18,evi_8_19,evi_8_22,evi_8_23,"Margaret Greenwood, the shadow work and pensions secretary, said: “The government should listen to the people being pushed into poverty by its policies. Universal credit is failing miserably, leaving families in debt, [in] rent arrears and at risk of becoming homeless. Three million children are growing up in poverty despite living in a working household.","Universal credit has punched us in the face. Before much longer people will turn to crime. People will smash the windows to get what they want. This is going to cause riots – Denise Hunter, 57, at the West End food bank in Newcastle-on-Tyne","I got hungry because I was smelling the other food. I had to take my eyes away from it. The most unfair thing is the government knows families are going through hard times but they decide not to do anything about it – John Adebola-Samuel, 12, whose family couldn’t get school meals in Dumfries, Scotland, because of their immigration status","I was 18 [and homeless] and the council said I was not a priority. I was struggling with depression and anxiety and juggling work. I was told that if I stop work and have a baby I would be more likely to get housing – Tayah, west London.","IMF-required austerity is significantly associated with rising inequality, by increasing the income share to the top ten percent at the expense of the bottom 80 percent. Unsurprisingly, the impact can also be seen in significantly rising poverty levels in countries facing tighter austerity requirements.",We should adopt an austerity regime,https://www.theguardian.com/society/2018/nov/16/uk-austerity-has-inflicted-great-misery-on-citizens-un-says,https://www.theguardian.com/society/2018/nov/16/uk-austerity-has-inflicted-great-misery-on-citizens-un-says,https://www.theguardian.com/society/2018/nov/16/uk-austerity-has-inflicted-great-misery-on-citizens-un-says,https://www.theguardian.com/society/2018/nov/16/uk-austerity-has-inflicted-great-misery-on-citizens-un-says,https://www.bu.edu/gdp/2021/04/05/imf-austerity-is-alive-and-impacting-poverty-and-inequality/,Austerity is unfair to the citizens,-1,1.0
kp_8_9,evi_8_59,evi_8_60,evi_8_61,,,"Despite its negative reputation concerning its commitment to reforms and its implementation record, Greece has put forth an immense effort over the last three years and indeed has taken impressive steps toward achieving fiscal sustainability, with occasionally remarkable results. In the three years since the beginning of the crisis, it implemented a fiscal tightening of some 20% of GDP (around €50bn, while it has committed to measures cumulatively totalling €65bn by 2015) and reduced its budget deficit by an impressive nine percentage points, despite having lost a fifth of its GDP since 2009.","For example, the global economic downturn that began in 2008 left many governments with reduced tax revenues and exposed what some believed were unsustainable spending levels. Several European countries, including the United Kingdom, Greece, and Spain, turned to austerity as a way to alleviate budget concerns.","Perhaps the most successful model of austerity, at least in response to a recession, occurred in the United States between 1920 and 1921. The unemployment rate in the U.S. economy jumped from 4% to almost 12%.  Real gross national product (GNP) declined almost 20%—greater than any single year during the Great Depression or Great Recession. President Warren G. Harding responded by cutting the federal budget by almost 50%. Tax rates were reduced for all income groups, and the debt dropped by more than 30%. In a speech in 1920, Harding declared that his administration 'will attempt intelligent and courageous deflation, and strike at government borrowing...[and] will attack high cost of government with every energy and facility.'",,,We should adopt an austerity regime,https://www.intereconomics.eu/contents/year/2013/number/1/article/austerity-measures-in-crisis-countries-results-and-impact-on-mid-term-development.html,https://www.investopedia.com/terms/a/austerity.asp,https://www.investopedia.com/terms/a/austerity.asp,,,Austerity regime is essential in economically troubled times,1,1.0
kp_8_3,evi_8_24,evi_8_25,evi_8_26,evi_8_27,evi_8_28,"In exchange for bailouts, the EU and European Central Bank (ECB) embarked on an austerity program that sought to bring Greece's finances under control. Greece's deficit has dramatically decreased, but the country's austerity program has been a disaster in terms of healing the economy.","Austerity undermined improving public finances and suppressed tax revenues, with cumulative government borrowing through to 2023-24 now likely to be double (+£450bn) the original plan to get it down to zero in five years.",Because the evidence shows that austerity strangled the green shoots of economic recovery that were sprouting when the Conservative-Lib Dem coalition took office.,"On average, pay growth halved across OECD countries in the nine post-crisis years compared to the nine pre-crisis years.","The OECD average slowing from 5 per cent before the crisis to 2.5 per cent after the crisis, with the UK down from 4 to 2 per cent. For many countries – including the UK – price rises mean that the standard of living has fallen over the last decade.",We should adopt an austerity regime,https://www.investopedia.com/terms/a/austerity.asp,https://www.tuc.org.uk/blogs/failure-austerity-and-how-fix-it,https://www.tuc.org.uk/blogs/failure-austerity-and-how-fix-it,https://www.tuc.org.uk/blogs/failure-austerity-and-how-fix-it,https://www.tuc.org.uk/blogs/failure-austerity-and-how-fix-it,Austerity results in lower growth,-1,1.0
kp_8_4,evi_8_29,evi_8_30,evi_8_31,evi_8_32,evi_8_33,"Cutting government spending, many believe, leads to large-scale unemployment. Robust public sector spending, they suggest, reduces unemployment and therefore increases the number of income-tax payers.","Recently, the International Labour Organisation (ILO) released their World Employment Social Outlook for 2016. In this document they provide additional details on the global outlook for the near future. Between 2014 and 2016 the unemployment rate in European countries averaged between 10.2 and 9.2%.","Countries like Greece, Cyprus, Ireland, Portugal and Spain are affected up to the point where basic rights like access to jobs, the right to work, etc. are under threat. Greece and Spain’s unemployment rates for example are respectively 25.6% and 22.9%.","In 2012, the World of Work Report by the International Labour Organisation (ILO),stated that women have a higher probability of being unemployed or finding themselves in vulnerable employment positions in comparison to men. According to the ILO, they face systemic barriers in nearly all aspects of employment. As a side effect which cannot be underestimated or ignored, the austerity measures further enforce these barriers. These barriers are all in regard to; receiving ample childcare, the level of pay, the access to higher-paying traditionally “male” occupations, job security, pension entitlement, benefits, etc.","Alessandro Turrini finds that contrary to expectations, austerity policies may have been responsible for creating more unemployment in countries with stronger employment protection legislation. One potential reason for this is that while countries with more regulated labour markets have not experienced as many redundancies from austerity, they have also had far lower job creation levels.",We should adopt an austerity regime,https://www.investopedia.com/terms/a/austerity.asp,,,,,Austerity results in lower job creation,-1,1.0
kp_15_0,evi_15_7,evi_15_8,evi_15_9,evi_15_10,evi_15_11,"'This matters a great deal for access in the persistently White institutions that generally control the pathways to power in our society,' said Ed Wingenbach, president of Hampshire College, a liberal arts college in Amherst, Massachusetts.","By the end of his tenure, UC was admitting more minority students than it was in 1997, the year before the ban on affirmative action took effect.","Sander's paper on mismatching has been refuted by several law professors, including Ian Ayres and Richard Brooks from Yale who use Sander's data to show that eliminating affirmative action would actually reduce the number of black lawyers by 12.7% [REF].","A prominent advocate of affirmative action, he played a leading role in the twin Supreme Court cases-Grutter v Bollinger and Gratz v Bollinger-that upheld and clarified the importance of diversity as a compelling justification for affirmative action in higher education.","In Fisher v. University of Texas at Austin, the APALC submitted a brief supporting the University of Texas in preserving the use of affirmative action in admissions, saying Asian students 'benefited from exposure to a diverse student body.'",We should end affirmative action,https://news.bloomberglaw.com/us-law-week/affirmative-action-end-will-crush-the-diversity-talent-pipeline,https://en.wikipedia.org/wiki/Richard_C._Atkinson,https://en.wikipedia.org/wiki/Affirmative_action,https://en.wikipedia.org/wiki/Columbia_University,https://en.wikipedia.org/wiki/Asian_Pacific_American_Legal_Center,Affirmative action boosts diversity,-1,1.0
kp_15_3,evi_15_41,evi_15_42,evi_15_43,evi_15_44,evi_15_45,"Opponents also contend that affirmative action devalues the accomplishments of all those who belong to groups it is intended to help, therefore making affirmative action counterproductive [REF].","Williams believes programs such as affirmative action and minimum wage laws set up to aide minorities have, in fact, been harmful to them and stifled their ability to advance in society.","Color-blind people often oppose affirmative action because it encourages racism against whites; claim that minorities are disadvantaged because of their own volition, accept racial segregation, and minimize racism and discrimination.",Opponents of affirmative action such as George Sher believe that affirmative action devalues the accomplishments of people who are chosen based on the social group to which they belong rather than their qualifications [REF].,"This agenda is celebrated on the backs of Asian-American students. Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.",We should end affirmative action,https://en.wikipedia.org/wiki/Affirmative_action,https://en.wikipedia.org/wiki/Walter_E._Williams,https://en.wikipedia.org/wiki/Laissez-faire_racism,https://en.wikipedia.org/wiki/Affirmative_action,https://dailyiowan.com/2018/07/18/jaimes-affirmative-action-perpetuates-racism/,Affirmative action diminishes the achievements of minorities,1,1.0
kp_15_4,evi_15_46,evi_15_49,,,,In 2010 Arizona voters passed a constitutional ban on government-sponsored affirmative action known as Proposition 107 [REF].,"With privileged African Americans gaining professional upward mobility through affirmative action and equal opportunity sanctions in education and employment, the less-skilled, less-educated African Americans fall behind.",,,,We should end affirmative action,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States,https://en.wikipedia.org/wiki/Economic_restructuring,,,,Affirmative action is ineffective,1,1.0
kp_15_1,evi_15_25,evi_15_26,evi_15_27,evi_15_28,evi_15_29,"Elkins' views were influential during the late 1960s when Daniel Patrick Moynihan, supported Affirmative action programs in order to counteract the lingering effects of slavery on black culture.","An opinion column in the Houston Chronicle after a similar sale took place at Texas A&M University held that 'Actions like these reinforce the common misconception that affirmative action policies give academically unqualified minority students a get-into-college-free card, and they ignore historical discrimination that denied nonwhites opportunities to be successful at any price, no matter their talents or intelligence.'","Wesolowski supported affirmative action programs for Saskatoon Catholic teachers in 2001, arguing that past policies had discriminated against women and aboriginals.","The justification for affirmative action is that it helps to compensate for past discrimination, persecution or exploitation by the ruling class of a culture,[REF] and to address existing discrimination [REF].","As historian Roger Wilkins has pointed out, Blacks have a 375-year history on this continent: 245 involving slavery, 100 involving legalized discrimination, and only 30 involving anything else (Wilkins, 1995). Jews and Asians, on the other hand, have immigrated to North America—often as doctors, lawyers, professors, entrepreneurs, and so forth. Moreover, European Jews are able to function as part of the White majority. To expect Blacks to show the same upward mobility as Jews and Asians is to deny the historical and social reality that Black people face.",We should end affirmative action,https://en.wikipedia.org/wiki/Stanley_Elkins,https://en.wikipedia.org/wiki/Affirmative_action_bake_sale,"https://en.wikipedia.org/wiki/Reform_Party_of_Canada_candidates,_1993_Canadian_federal_election",https://en.wikipedia.org/wiki/Affirmative_action,https://www.usf.edu/compliance-ethics/equal-opportunity/ten-myths-about-affirmative-action.aspx,Affirmative action is necessary to compensate for the past,-1,1.0
kp_15_5,evi_15_55,evi_15_56,evi_15_57,evi_15_45,,Affirmative action is a shallow solution to a much deeper issue in the American education system. We are failing a larger demographic of students who deserve the same educational opportunities as everyone else.,"While this system may seem helpful at diversifying campuses on the surface, it is simply putting a Band-Aid on systematic issues.","Affirmative action is peak performative activism, as it focuses on making schools look more appealing than actually making sure marginalized communities are getting equal opportunities.","This agenda is celebrated on the backs of Asian-American students. Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.",,We should end affirmative action,https://www.thecrimson.com/article/2022/11/3/gabeau-affirmative-action/,https://www.statepress.com/article/2021/02/spopinon-affrimative-action-is-not-the-way-to-end-discrimination,https://www.statepress.com/article/2021/02/spopinon-affrimative-action-is-not-the-way-to-end-discrimination,https://dailyiowan.com/2018/07/18/jaimes-affirmative-action-perpetuates-racism/,,Affirmative action is not just,1,1.0
kp_15_6,evi_15_59,evi_15_60,evi_15_61,evi_15_62,evi_15_63,"Opponents,[REF] who sometimes say that affirmative action is 'reverse discrimination', further claim that affirmative action has undesirable side-effects in addition to failing to achieve its goals.","In Sweden, the Supreme Court has ruled that 'affirmative action' ethnic quotas in universities are discrimination and hence unlawful.","Some policies adopted as affirmative action, such as racial quotas or gender quotas for collegiate admission, have been criticised as a form of reverse discrimination, and such implementation of affirmative action has been ruled unconstitutional by the majority opinion of Gratz v. Bollinger.","Hardin's last book The Ostrich Factor: Our Population Myopia (1999), a warning about the threat of overpopulation to the Earth's sustainable economic future, called for coercive constraints on 'unqualified reproductive rights' and argued that affirmative action is a form of racism.","Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.",We should end affirmative action,https://en.wikipedia.org/wiki/Affirmative_action,https://en.wikipedia.org/wiki/Affirmative_action,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States,https://en.wikipedia.org/wiki/Garrett_Hardin,https://dailyiowan.com/2018/07/18/jaimes-affirmative-action-perpetuates-racism/,Affirmative action perpetuates prejudice,1,1.0
kp_15_2,evi_15_33,evi_15_34,evi_15_35,evi_15_36,evi_15_37,"Historically and internationally, support for affirmative action has sought to achieve a range of goals: bridging inequalities in employment and pay; increasing access to education; enriching state, institutional, and professional leadership with the full spectrum of society; redressing apparent past wrongs, harms, or hindrances, in particular addressing the apparent social imbalance left in the wake of slavery and slave laws.",The government claimed that this was an affirmative action scheme to assist geographically disadvantaged students to gain tertiary education.,"Affirmative action - provide positive preferential treatment in allotment of jobs and access to higher education, as a means to accelerate the integration of the SCs and STs with mainstream society.","Similarly, Johnson v. Transportation Agency 480 U.S. 616 (1987), upheld a voluntary affirmative action plan to correct a 'manifest imbalance' demonstrated by statistical evidence in the representation of minorities and women in traditionally segregated job categories.","Wesolowski supported affirmative action programs for Saskatoon Catholic teachers in 2001, arguing that past policies had discriminated against women and aboriginals.",We should end affirmative action,https://en.wikipedia.org/wiki/Affirmative_action,https://en.wikipedia.org/wiki/Tamil_Eelam,https://en.wikipedia.org/wiki/Scheduled_castes_and_scheduled_tribes,https://en.wikipedia.org/wiki/Male_privilege,"https://en.wikipedia.org/wiki/Reform_Party_of_Canada_candidates,_1993_Canadian_federal_election",Affirmative action reduces discrimination,-1,1.0
kp_15_7,evi_15_67,evi_15_68,evi_15_45,evi_15_69,evi_15_70,"Williams believes programs such as affirmative action and minimum wage laws set up to aide minorities have, in fact, been harmful to them and stifled their ability to advance in society.",Some opponents[REF] further claim that affirmative action has undesirable side-effects and that it fails to achieve its goals.,"This agenda is celebrated on the backs of Asian-American students. Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.","Almost 70% of white students graduate from higher education, compared to about 50% of Black and Latine students. This shows affirmative action isn't completely doing its job. Just because BIPOC students are getting into a university, doesn't necessarily mean they are being equipped with the tools they need to succeed in that university.","For example, according to data released by the University of Texas in connection with Fisher, the mean SAT scores (out of 2400) and mean high-school grade-point averages (on a 4.0 scale) varied widely by race for the entering class of 2009. For Asians, the numbers were 1991 and 3.07; whites were at 1914 and 3.04; Hispanics at 1794 and 2.83; and African-Americans at 1524 and 2.57. The SAT scores for the Asian students placed them in the 93rd percentile of 2009 SAT-takers nationwide; the African-American students, meanwhile, were at the 52nd percentile.",We should end affirmative action,https://en.wikipedia.org/wiki/Walter_E._Williams,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States,https://dailyiowan.com/2018/07/18/jaimes-affirmative-action-perpetuates-racism/,https://www.statepress.com/article/2021/02/spopinon-affrimative-action-is-not-the-way-to-end-discrimination,https://www.nationalaffairs.com/publications/detail/the-sad-irony-of-affirmative-action,Affirmative action reduces quality,1,1.0
