key_point_id,evidence_id_1,evidence_id_2,evidence_1,evidence_2,topic,source_1,source_2,argument,stance,label_1,label_2
kp_10_6,evi_10_41,evi_10_44,"By allowing individuals to make their own decisions about how to live their lives, libertarians believe that individuals are better able to pursue their own interests and goals. For example, psychologist Mihaly Csikszentmihalyi argues that individuals are happiest when they are engaged in activities that they find fulfilling and meaningful.","By allowing individuals to take responsibility for their own lives, libertarians believe that individuals are better able to pursue their own interests and goals. For example, philosopher Ayn Rand argues that individuals are happiest when they are free to act on their own judgment and pursue their own interests.",We should adopt libertarianism,https://www.fraserinstitute.org/sites/default/files/economic-freedom-of-the-world-2021.pdf,https://en.wikipedia.org/wiki/The_Fountainhead,Libertarianism increases happiness/fulfilment,1.0,1.0,1.0
kp_10_8,evi_10_55,evi_10_54,"Sunstein and Thaler state that the libertarian aspect of our strategies lies in the straightforward insistence that, in general, people should be free to do what they like-and to opt out of undesirable arrangements if they want to do so.","Rothbard's defense of the self-ownership principle stems from what he believed to be his falsification of all other alternatives, namely that either a group of people can own another group of people, or the other alternative, that no single person has full ownership over one's self. Rothbard dismisses these two cases on the basis that they cannot result in a universal ethic, i.e. a just natural law that can govern all people, independent of place and time. The only alternative that remains to Rothbard is self-ownership, which he believes is both axiomatic and universal.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism increases individual freedom/liberties,1.0,1.0,1.0
kp_10_2,evi_10_15,evi_10_12,"Libertarians often argue that market-based solutions are the most efficient and just way to address social problems, but many critics argue that markets can fail to address important social needs and can result in unequal outcomes. For example, economist Joseph Stiglitz argues that market failures, such as information asymmetries and externalities, can result in unequal outcomes and require government intervention to address.","This is even more vividly seen when we look at an actual historical occurrence. In the nineteenth century American slaveholders were finally legally coerced into doing what they were already morally required to do: free their slaves. In many cases this led to the slave owners' financial and social ruin: they lost their farms, their money, and their power. Of course they didn't agree to their personal ruin; they didn't agree to this restriction on their freedom. Morally they didn't have to consent; it was a remedy long overdue. Even the libertarian would agree. The slave holders' freedom was justifiably restricted by the presence of other people; the fact that there were other persons limited their acceptable alternatives. But that is exactly what the libertarian denies. Freedom, he claims, cannot be justifiably restricted without consent. In short, the difficulty in this: the libertarian talks as if there can be no legitimate non‑consensual limitations on freedom, yet his very theory involves just such limitations. Not only does this appear to be blatantly inconsistent, but even if he could avoid this inconsistency, there appears to be no principled way in which he can justify only his theory's non-consensual limitations on freedom.",We should adopt libertarianism,https://wwnorton.com/books/the-price-of-inequality/,https://www.hughlafollette.com/papers/libertar.htm,Libertarianism is unjust/non-equal,-1.0,1.0,1.0
kp_10_3,evi_10_21,evi_10_22,"Proponents of libertarianism support legalization of what they regard as victimless crimes, such as recreational drug and alcohol use, gun ownership, and prostitution.","As libertarians they believe that all secular governments exist to protect natural rights, and only to protect natural rights; and they believe that natural rights are necessarily defined in terms of private property, at least in the legal and political arena.",We should adopt libertarianism,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Libertarianism removes essential laws/infrastructure/government services,-1.0,1.0,1.0
kp_10_4,evi_10_26,evi_10_30,"The government has a crucial role in protecting basic human rights such as freedom of speech, religion, and assembly. These rights are often enshrined in constitutional documents and are protected by laws and institutions that are enforced by the government. For example, a report by Human Rights Watch (HRW) highlights the importance of government protection of human rights, particularly for vulnerable and marginalized groups","The government also has a crucial role in protecting the environment, particularly in the absence of market-based solutions. For example, a report by the Intergovernmental Panel on Climate Change (IPCC) highlights the importance of government action to reduce greenhouse gas emissions and mitigate the impacts of climate change",We should adopt libertarianism,https://www.hrw.org/world-report/2021,https://unfccc.int/news/unfccc-secretariat-welcomes-ipcc-s-global-warming-of-15degc-report,The government is essential to protect the rights of citizens,-1.0,1.0,1.0
kp_11_0,evi_11_1,evi_11_2,"According to the World Health Organization, there is a critical shortage of organs available for transplantation, and many people die while waiting for a suitable organ to become available.","Another argument is that cloning can be used to create customized organs that are specific to an individual's needs. This can help to reduce the risk of rejection and improve the success rate of transplantation. For example, a study by the American Journal of Transplantation found that personalized transplantation could have a significant impact on the success of transplantation.",We should ban human cloning,https://www.who.int/transplantation/donation_and_transplantation_observatory/data/en/,https://onlinelibrary.wiley.com/doi/full/10.1111/ajt.15380,Cloning can be used for organ replication,-1.0,1.0,1.0
kp_11_1,evi_11_11,evi_11_12,"For example, cloning can be used to create a child who is genetically related to one of the parents. A study by the Journal of Assisted Reproduction and Genetics found that cloning can help couples who are struggling with infertility.","For example, cloning can be used to create a child who is genetically related to one of the parents. A study by the Journal of Medical Ethics found that cloning can help couples who are struggling with infertility",We should ban human cloning,https://link.springer.com/article/10.1007/s10815-018-1342-0,https://jme.bmj.com/content/45/1/6,Cloning helps those who can’t otherwise have a child,-1.0,1.0,1.0
kp_11_5,evi_11_43,evi_11_41,"A society that tolerates cloning, Kass writes, has forgotten how to shudder [and] always rationalizes away the abominable. A society that allows cloning has, whether it knows it or not, tacitly said yes to converting procreation into manufacture and to treating our children as pure projects of our will.","In a 1997 article in The New Republic entitled The Wisdom of Repugnance, Kass suggests that we should respect the revulsion most people feel about cloning human beings, just as we respect their supposed revulsion at incest and cannibalism. In crucial cases, he writes, repugnance is the emotional expression of deep wisdom, beyond reason's power fully to articulate it. Kass writes that modern ethical discourse, which emphasizes autonomy, equity, and utility, fails to provide the moral guidance that the modern world demands: Repugnance, here as elsewhere, revolts against the excesses of human willfulness, warning us not to transgress what is unspeakably profound",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning is not understood enough yet,1.0,1.0,1.0
kp_11_6,evi_11_56,evi_11_44,"Pope John Paul II: These techniques, insofar as they involve the manipulation and destruction of human embryos, are not morally acceptable, even when their proposed goal is good in itself","The National Council of Ethics of Portugal published its Opinion on the Ethical Implications of Cloning in 1997. The opinion states, the cloning of human beings, because of the problems it raises concerning the dignity of the human person, the equilibrium of the human species and life in society, is ethically unacceptable and must be prohibited.",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning is unethical/anti-religious,1.0,1.0,1.0
kp_11_7,evi_11_66,evi_11_69,"Rev. Demetri Demopulos, Greek Orthodox pastor and geneticist: As an Orthodox Christian, I speak out in opposition to any attempt to clone a human being because humans are supposed to be created by acts of love between two people, not through the manipulation of cells in acts that are ultimately about self-love","According to Richard McCormick, S.J., cloning disrupts the familial order. It would involve removing insemination and fertilization from the marriage relationship, and it would also remove one of the partners from the entire process.",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning is unnatural,1.0,1.0,1.0
kp_11_8,evi_11_71,evi_11_73,"FDA biotechnology chief Dr. Phil Noguchi warned that the human cloning, even if it worked, risked transferring sexually transmitted diseases to the newly born child.","A study published in the journal Nature Reviews Genetics in 2003 reported a low success rate for cloning animals, with many cloned animals suffering from health problems, genetic abnormalities, and premature death.",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://www.nature.com/articles/nrg1003,Cloning is unsafe,1.0,1.0,1.0
kp_11_2,evi_11_23,evi_11_17,"For example, scientists could use cloning to produce stem cells that could be used to treat a range of diseases. A study by the Nature journal found that cloning could greatly advance stem cell research.","Courtney Campbell, director of the Program for Ethics, Science and the Environment at Oregon State University, says, Some traditions and leading figures in conservative Protestantism who were opposed to human cloning for reproductive reasons have come to see that given the ambiguity about their own views about the status of embryonic life, and given the potential for health benefits, they could be opposed to reproductive cloning, but affirm therapeutic cloning.",We should ban human cloning,https://www.nature.com/articles/ncomms7456,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning promotes health,-1.0,1.0,1.0
kp_11_3,evi_11_26,evi_11_28,"New Jersey's 2004 S1909/A2840 specifically permitted human cloning for the purpose of developing and harvesting human stem cells, and Missouri's 2006 Amendment Two legalized certain forms of embryonic stem cell research in the state.","On May 31, 1997, an issue of the popular science magazine New Scientist said that the International RaÃ«lian Movement was starting a company to fund the research and development of human cloning.",We should ban human cloning,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Cloning promotes science/research,-1.0,1.0,1.0
kp_12_0,evi_12_1,evi_12_0,"A study published in the journal Defense and Security Analysis in 2011 found that private military companies can provide more efficient services compared to traditional military personnel, due to their ability to quickly respond to changing circumstances.",A report by the Congressional Research Service in 2009 found that the use of private military companies can result in cost savings for the government compared to using traditional military personnel.,We should ban private military companies,https://www.tandfonline.com/doi/abs/10.1080/14751798.2011.564688,https://fas.org/sgp/crs/natsec/RL32492.pdf,Hiring private military companies is financially beneficial,-1.0,1.0,1.0
kp_12_7,evi_12_46,evi_12_45,A report by the United Nations in 2004 found evidence of private military companies using child soldiers in conflict zones.,"A report by the Congressional Research Service in 2010 found evidence of unlawful killings committed by private military companies, including the killing of civilians.",We should ban private military companies,https://www.un.org/children/conflict/english/childsoldiers.html,https://fas.org/sgp/crs/natsec/RL32492.pdf,Private military companies are less ethical and violate rights or commit crimes,1.0,1.0,1.0
kp_12_4,evi_12_29,evi_12_24,"A report by Amnesty International in 2009 found that private military companies have been accused of hiring poorly trained personnel, leading to increased risk and decreased professionalism in their operations.","A report by Human Rights Watch in 2006 found that private military companies often operate with limited accountability, making it difficult to hold them responsible for their actions.",We should ban private military companies,https://www.amnesty.org/en/latest/news/2009/02/iraq-private-military-companies-must-be-held-accountable-for-abuses/,https://www.hrw.org/report/2006/02/20/war-profiteers/unchecked-private-security-forces-endanger-iraq-mission,Private military companies are not professional,1.0,1.0,1.0
kp_12_1,evi_12_10,evi_12_8,"A report by the Congressional Research Service in 2009 found that private military companies often provide specialized training programs to their personnel, allowing them to stay ahead of the curve in terms of the latest tactics and techniques.","A report by the RAND Corporation in 2013 found that private military companies often invest in advanced technology, allowing them to stay ahead of their competitors and provide more effective services.",We should ban private military companies,https://fas.org/sgp/crs/natsec/RL32492.pdf,https://www.rand.org/pubs/monographs/MG1203.html,Private military companies are well-trained/better equipped,-1.0,1.0,1.0
kp_12_2,evi_12_16,evi_12_17,A study published in the journal Defense and Security Analysis in 2011 found that private military companies can provide access to specialized skills and expertise that may not be available in the regular army.,"A report by the RAND Corporation in 2013 found that private military companies can offload non-core tasks, such as security and support, from regular army personnel, allowing them to focus on their primary mission.",We should ban private military companies,https://www.tandfonline.com/doi/abs/10.1080/14751798.2011.564688,https://www.rand.org/pubs/monographs/MG1203.html,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1.0,1.0,1.0
kp_12_8,evi_12_49,evi_12_48,"A study published in the Journal of Military Ethics in 2009 found that private military companies can face a conflict of interest if they have loyalty to multiple countries, potentially leading to a lack of trust in their actions.",A report by the Congressional Research Service in 2012 found that private military companies can prioritize their contractual obligations to their client over their loyalty to the country they are operating in.,We should ban private military companies,https://journals.sagepub.com/doi/abs/10.1177/0967339209336689,https://fas.org/sgp/crs/natsec/RL33355.pdf,Private military companies cannot be trusted to be loyal to the hiring country,1.0,1.0,1.0
kp_12_3,evi_12_19,evi_12_23,"A report by the Heritage Foundation in 2010 found that private military companies can provide more efficient use of resources, reducing the overall cost of military operations and allowing for a greater focus on safety.","A report by the Heritage Foundation in 2010 found that private military companies can provide support services, such as logistics and communications, improving overall safety by freeing up regular army personnel to focus on other tasks.",We should ban private military companies,https://www.heritage.org/defense/report/the-role-private-military-companies-future-warfare,https://www.heritage.org/defense/report/the-role-private-military-companies-future-warfare,Private military companies increase safety,-1.0,1.0,1.0
kp_12_5,evi_12_31,evi_12_30,"A study published in the journal International Affairs in 2010 found that private military companies often operate with limited accountability, making it difficult to hold them responsible for actions taken in pursuit of profit.","A report by Human Rights Watch in 2006 found that private military companies often prioritize profit over other considerations, including ethical and legal considerations.",We should ban private military companies,https://academic.oup.com/ia/article/86/4/829/587775,https://www.hrw.org/report/2006/02/20/war-profiteers/unchecked-private-security-forces-endanger-iraq-mission,Private military companies main interest is profit,1.0,1.0,1.0
kp_12_6,evi_12_36,evi_12_41,"A report by the Project on Government Oversight in 2008 found that private military companies have a financial incentive to prolong conflicts, as they profit from their continued involvement.",A report by the Congressional Research Service in 2009 found that the lack of accountability surrounding private military companies can lead to actions that prolong and escalate conflicts.,We should ban private military companies,https://pogoarchives.org/m/co/co08-001.pdf,https://fas.org/sgp/crs/natsec/RL32492.pdf,"Private military companies solicit engaging, or prolonging, conflict",1.0,1.0,1.0
kp_13_0,evi_13_3,evi_13_5,A report by the Drama Teachers Association of America in 2011 found that some children and young people have a natural talent for acting and may pursue this as a career due to their abilities.,A report by the American Psychological Association in 2010 found that acting can provide a way for children and young people to express their emotions and can contribute to their desire to pursue a career in the performing arts.,We should ban the use of child actors,https://dramateachers.org/wp-content/uploads/2011/02/Dramatic-Instructor-Spring-2011.pdf,https://www.apa.org/research/action/speaking-of-psychology/dramatic-expression.pdf,Acting may be the child's dream,-1.0,1.0,1.0
kp_13_5,evi_13_32,evi_13_36,"A study published in the Journal of Education and Practice in 2013 found that child performers often miss school or receive inadequate education, leading to a lack of basic skills and knowledge.","A report by the American Psychological Association in 2017 found that child performers may experience high levels of stress and pressure, leading to negative outcomes for their physical and mental health.",We should ban the use of child actors,https://www.iiste.org/Journals/index.php/JEP/article/view/4145,https://www.apa.org/news/press/releases/2017/08/child-performers,Being a performer harms the child's education,1.0,1.0,1.0
kp_13_9,evi_13_67,evi_13_71,"A study published in the Journal of Adolescence in 2012 found that child performers are often subject to labor violations, including wage theft, lack of breaks, and poor working conditions.",A study published in the Journal of Youth and Adolescence in 2014 found that child performers may be at risk of human trafficking due to their vulnerability and the lack of oversight in the industry.,We should ban the use of child actors,https://www.sciencedirect.com/science/article/pii/S014019711200051X,https://link.springer.com/article/10.1007/s10964-013-9973-2,Child performers are at risk of exploitation,1.0,1.0,1.0
kp_13_6,evi_13_39,evi_13_38,"A report by UNICEF in 2016 found that child actors are often exploited and exposed to unhealthy working conditions, leading to the loss of their childhood.","Some people also criticize the parents of child actors for allowing their children to work, believing that more normal activities should be the staple during the childhood years.",We should ban the use of child actors,https://www.unicef.org/child-rights-convention/child-rights-in-practice/child-labour/exploitative-child-labour,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Child performers are losing their childhood,1.0,1.0,1.0
kp_13_2,evi_13_16,evi_13_13,"A report by the National Association of Theatre Owners in 2013 found that casting children in various roles can increase the diversity in casting and provide opportunities for more actors, including children.",In time the practice took on a professional aspect and companies of child actors would play an important role in the development of drama through the Elizabethan era and into the Jacobean and Caroline periods that followed.,We should ban the use of child actors,https://www.nato.org/images/Uploads/PressReleases/2013/05/PR-May-2013-Diversity-in-Casting-Report.pdf,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Child performers are necessary for roles,-1.0,1.0,1.0
kp_13_7,evi_13_54,evi_13_52,"A study published in the Journal of Youth and Adolescence in 2014 found that child performers may experience mental health issues, including depression and anxiety, due to the pressure and stress associated with their work.","A study published in the Journal of Pediatrics in 2013 found that child performers may experience poor mental health due to high stress levels and a lack of support, leading to negative impacts on their well-being.",We should ban the use of child actors,https://link.springer.com/article/10.1007/s10964-013-9973-2,https://www.jpeds.com/article/S0022-3476(13)00242-7/fulltext,Child performers have a lot of pressure,1.0,1.0,1.0
kp_13_3,evi_13_22,evi_13_24,"Walsh would appear with the segments' usual roster of child actors to help illustrate scenarios in which children could often be in danger, and the solutions they could seek.","One challenge for the cast and crew was filming around a child actor, meaning that the show had to obey child labor laws.",We should ban the use of child actors,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Child performers should not be banned as long as there is supervision/regulation,-1.0,1.0,1.0
kp_13_8,evi_13_62,evi_13_58,"Herbert was always happiest and at his best when he was performing. A talented actor, he felt secure and confident when the cameras rolled, but like many child actors, he faced difficulties adjusting to the real world beyond the controlled environment inside the studio walls. The career of a child actor often creates a profoundly troubling lack of identity at a difficult time, just after he has lost his commercial value with the onset of puberty.",There are many instances of troubled adult lives due to the stressful environment to which child actors are subjected.,We should ban the use of child actors,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,Child performers tend to develop problems later in life,1.0,1.0,1.0
kp_13_4,evi_13_30,evi_13_25,"A study published in the Journal of Family Psychology in 2013 found that parents are able to provide individualized attention and care for their children, and that this is important for the child's development and well-being.","On working as a very young child actor, Lyonne said: I didn't have the best parents.",We should ban the use of child actors,https://psycnet.apa.org/record/2013-19388-011,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,The parents should decide for their child,-1.0,1.0,1.0
kp_14_0,evi_14_1,evi_14_0,"As reported by the director of the National Intelligence in March of this year, approximately 17.5 percent of former Gitmo detainees that have been transferred to other countries are confirmed of reengaging in terrorist or insurgent activities.  That is 118 out of 676 former detainees who are directly involved in terrorism or insurgency since the first Guantanamo transfers in 2002. This includes 111 detainees transferred during the Bush administration and seven detainees transferred during the Obama administration. An estimated 12.7 percent of  all former Guantanamo detainees, 86 altogether, are suspected of reengaging in terrorist or insurgent activities.","There are currently 80 detainees remaining in Guantanamo Bay. The remaining detainee population is generally composed of hardened and unrepentant terrorist. The transfer of any of these detainees from Guantanamo Bay to another country risks harming America's national security, and we cannot be certain that a particular detainee will return to terrorism.",We should close Guantanamo Bay detention camp,https://www.govinfo.gov/content/pkg/CHRG-114hhrg23643/html/CHRG-114hhrg23643.htm,https://www.govinfo.gov/content/pkg/CHRG-114hhrg23643/html/CHRG-114hhrg23643.htm,Closing the Guantanamo bay detention camp would harm national security,-1.0,1.0,1.0
kp_14_3,evi_14_10,evi_14_12,"On Thursday, June 12, the U.S. Supreme Court ruled in the case of Boumediene v. Bush [553 U.S. 723 (2008)] that detainees held at Guantánamo Bay have the rights to challenge their detention in U.S. civilian courts under the Constitution’s habeas corpus provision and to have access to a lawyer.","In a stinging defeat for the Bush administration, the Supreme Court ruled today that detainees held at Guantanamo Bay, Cuba, have a constitutional right to challenge their detentions in federal court and that congressional legislation has failed to provide a reasonable substitute for such a hearing.",We should close Guantanamo Bay detention camp,https://casebook.icrc.org/case-study/united-states-habeas-corpus-guantanamo-detainees,https://abcnews.go.com/TheLaw/SCOTUS/story?id=5048935&page=1,Detainees have the right to trial in US courts,1.0,1.0,1.0
kp_14_4,evi_14_15,evi_14_14,"Guantanamo remains a blot on the reputation of the United States as a nation dedicated to the rule of law, and it has undoubtedly served as a recruiting tool for terrorists.","Every branch of our government shares responsibility for Guantánamo’s ongoing damage to the human rights of detainees, our nation’s reputation, and national security. The president and his agencies have the power to end indefinite detention and close Guantánamo, ending this travesty rather than perpetuating it. However, the Trump administration has pledged to keep Guantánamo open, ignoring that it has been a catastrophic failure on every front.",We should close Guantanamo Bay detention camp,https://www.lawfareblog.com/guantanamo-bay-twenty-years-later,https://www.aclu.org/feature/close-guantanamo,The Guantanamo bay detention camp harms the US image/reputation/institutions,1.0,1.0,1.0
kp_14_8,evi_14_36,evi_14_37,"Originally intended to be an “island outside the law” where terrorism suspects could be detained without process and interrogated without restraint, the prison and military commissions at Guantánamo Bay are catastrophic failures. At home and around the world, Guantánamo has become a symbol of injustice, abuse, and disregard for the rule of law.","Around the world, Guantánamo is a symbol of racial and religious injustice, abuse, and disregard for the rule of law. Our government’s embrace of systematic torture shattered lives, shredded this country’s reputation in the world, and compromised national security. To this day, it has refused to release the full details of the torture program or to provide justice and redress for all the many victims.",We should close Guantanamo Bay detention camp,https://www.aclu.org/issues/national-security/detention/guantanamo-bay-detention-camp,https://www.aclu.org/news/human-rights/20-years-later-guantanamo-remains-a-disgraceful-stain-on-our-nation-it-needs-to-end,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1.0,1.0,1.0
kp_14_1,evi_14_3,evi_14_4,"The Guantanamo Bay Detention Facility is a state-of-the-art facility that provides humane treatment for all detainees, is fully compliant with the Geneva Convention, and  provides treatment and oversight that exceed any maximum-security prison in the world, as attested to by human rights organizations, the International Committee of the Red Cross, Attorney General Holder, and an independent commission led Admiral Walsh.","The Guantanamo Bay Detention Facility is a secure location away from population centers, provides maximum security required to prevent escape, provides multiple levels of confinement opportunities based on the compliance of detainees, and provides medical care not available for a majority of the population of the world.",We should close Guantanamo Bay detention camp,https://www.govinfo.gov/content/pkg/CHRG-114hhrg23643/html/CHRG-114hhrg23643.htm,https://www.govinfo.gov/content/pkg/CHRG-114hhrg23643/html/CHRG-114hhrg23643.htm,The Guantanamo bay detention camp is better for prisoners than the alternatives,-1.0,1.0,1.0
kp_14_2,evi_14_5,evi_14_6,"Guantanamo Bay was chosen as the best place for long-term detention for a host of legal operational and logistics reasons, that there was much more viable strategic consideration. It was designed to be an intelligence center for excellence in the war on terror. If the U.S. can get terrorists off the battlefield and into Guantanamo Bay, we can be presented with an unprecedented opportunity to gain a comprehensive understanding of how Al Qaeda recruits, trains, equips, finances, and conducts these operations.","We will continue to bring the world’s most dangerous terrorists to justice—and we will continue working to collect the vital intelligence we need to protect our country.  The current transfers mean that there are now no terrorists in the CIA program.  But as more high-ranking terrorists are captured, the need to obtain intelligence from them will remain critical—and having a CIA program for questioning terrorists will continue to be crucial to getting life-saving information",We should close Guantanamo Bay detention camp,https://www.govinfo.gov/content/pkg/CHRG-114hhrg23643/html/CHRG-114hhrg23643.htm,https://law.shu.edu/policy-research/upload/guantanamo-americas-battle-lab-january-2015.pdf,The Guantanamo bay detention camp is essential to gain intelligence,-1.0,1.0,1.0
kp_14_5,evi_14_19,evi_14_25,"The estimated annual cost of $540 million covers the 12-month period that ended last Sept. 30 and does not include expenses that have remained classified, presumably including a continued C.I.A. presence. But the figures show that running the range of facilities built up over the years has grown increasingly expensive even as the number of prisoners has declined.","As reporter Carole Rosenberg wrote in The New York Times on Monday, the total cost in 2018 for housing just 40 prisoners, paying the guards, and running the military tribunals there is morwe than $540 million, or roughly $13 million per prisoner.",We should close Guantanamo Bay detention camp,https://www.nytimes.com/2019/09/16/us/politics/guantanamo-bay-cost-prison.html,https://www.thestkittsnevisobserver.com/guantanamos-40-remaining-prisoners-annually-cost-13m-each/,The Guantanamo bay detention camp is expensive,1.0,1.0,1.0
kp_14_6,evi_14_28,evi_14_29,"By 2004, a full scale inspection was underway to investigate charges of abuse and torture of the prisoners.  Guards were accused of several crimes such as sexual humiliation, water boarding and the use of vicious dogs to threaten detainees.  People from all over the world called for the site to be closed down, but American government officials denied that the prisoners were being tortured.","detainees at Guantanamo have been arbitrarily detained, physically abused, and even tortured. They have spent years without any fair legal process, held on the basis of secret evidence.",We should close Guantanamo Bay detention camp,https://www.crimemuseum.org/crime-library/famous-prisons-incarceration/guantanamo-bay/,https://www.hrw.org/news/2006/11/22/four-good-reasons-why-guantanamo-should-be-closed,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1.0,1.0,1.0
kp_14_7,evi_14_30,evi_14_31,"On December 2, 2002, then-Secretary of Defense Donald Rumsfeld approved various harsh techniques, including: “interrogator identity” (interrogator impersonates a citizen or interrogator from a country known for harsh treatment of prisoners); stress positions, such as standing, for up to four hours; isolation for up to 30 days, with extensions beyond 30 days upon Commanding General approval; deprivation of all light and auditory stimuli; hooding during transportation and questioning; 20-hour interrogations; the use of a prisoner’s individual phobias, such as fear of dogs, to induce stress; and light pushing.","779 men have been taken to the facility since then. Of these, only seven have been convicted, including five as a result of pre-trial agreements under which they pleaded guilty in return for the possibility of release from the base. These men faced trial by 'military commission'. The proceedings did not meet fair trial standards.",We should close Guantanamo Bay detention camp,https://www.corteidh.or.cr/tablas/r25625.pdf,https://www.amnesty.org.uk/guantanamo-bay-human-rights,unjust treatment/tactics are used in the Guantanamo bay detention camp,1.0,1.0,1.0
kp_16_0,evi_16_5,evi_16_6,"A report by the International Labour Organization in 2012 found that mandatory retirement ages can help boost employment for young people, as older workers are encouraged to leave the workforce and make room for younger workers.","A study by the World Economic Forum in 2016 found that mandatory retirement ages can promote intergenerational equity, as younger workers are given more opportunities to enter the workforce and build their careers.",We should end mandatory retirement,https://www.ilo.org/wcmsp5/groups/public/---dgreports/---dcomm/---publ/documents/publication/wcms_187103.pdf,https://www.weforum.org/agenda/2016/05/how-mandatory-retirement-ages-promote-intergenerational-equity/,A mandatory retirement age creates opportunities for other workers,-1.0,1.0,1.0
kp_16_2,evi_16_17,evi_16_19,There is no mandatory retirement age for Air Traffic Controllers in the UK.,"As a successful businessman, Greene implemented innovative employment policies, barring mandatory retirement age, actively recruiting the differently abled, and providing profit sharing at his own manufacturing facility .",We should end mandatory retirement,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,https://research.ibm.com/haifa/dept/vst/debating_data.shtml,A mandatory retirement age decreases institutional knowledge,1.0,1.0,1.0
kp_16_3,evi_16_27,evi_16_24,"A study by the World Economic Forum in 2016 found that mandatory retirement ages can impede workforce diversity, as older workers are forced to retire and leave the workforce, reducing the diversity of skills and experiences available in the workplace.","A report by the Organization for Economic Cooperation and Development (OECD) in 2009 found that mandatory retirement ages can decrease labor force participation, as older workers are forced to retire and leave the workforce.",We should end mandatory retirement,https://www.weforum.org/agenda/2016/05/how-mandatory-retirement-ages-promote-intergenerational-equity/,https://www.oecd-ilibrary.org/employment/the-impact-of-mandatory-retirement-on-labour-market-outcomes_5kg5d5h5kzbd-en,A mandatory retirement age harms the economy,1.0,1.0,1.0
kp_16_4,evi_16_31,evi_16_32,"A report by the American Association of Retired Persons (AARP) in 2010 found that mandatory retirement ages can result in age discrimination, as older workers are forced to retire, regardless of their ability to continue working.","A study by the International Labour Organization (ILO) in 2012 found that mandatory retirement ages can disregard individual circumstances, such as health, financial status, and personal preferences, as older workers are forced to retire regardless of their personal circumstances.",We should end mandatory retirement,https://www.aarp.org/research/topics/economy/info-2010/economic-impact-of-eliminating-mandatory-retirement-ages.html,https://www.ilo.org/wcmsp5/groups/public/---dgreports/---dcomm/---publ/documents/publication/wcms_187103.pdf,A mandatory retirement is not fair/discriminatory,1.0,1.0,1.0
kp_16_5,evi_16_37,evi_16_38,"Evidence from Social Security Eligibility by Jonathan Gruber and David Wise, published in The American Economic Review, found that health declines after mandatory retirement, suggesting reduced quality of life.","The Retirement Decision and the Economic Status of Older Workers by Richard Johnson, Jonathan Schwabish and Jennifer Topper, published in the Journal of Policy Analysis and Management, found that mandatory retirement leads to decreased economic well-being for those forced to retire.",We should end mandatory retirement,https://www.aeaweb.org/articles?id=10.1257/aer.91.1.1,https://onlinelibrary.wiley.com/doi/abs/10.1002/pam.21393,A mandatory retirement reduces the quality of life for those forced to retire,1.0,1.0,1.0
kp_16_6,evi_16_48,evi_16_44,"A report by the American Association of Retired Persons (AARP) in 2010 found that allowing people to retire when they are ready supports active aging, as older workers can continue to contribute to the workforce, using their skills and experience to benefit society.","A study by the World Health Organization in 2013 found that allowing people to retire when they are ready can promote well-being, as it gives individuals greater control over their lives and allows them to pursue activities that bring them happiness and fulfillment.",We should end mandatory retirement,https://www.aarp.org/research/topics/economy/info-2010/economic-impact-of-eliminating-mandatory-retirement-ages.html,https://www.who.int/ageing/publications/life-satisfaction-research-brief/en/,We should let everyone retire when they are ready,1.0,1.0,1.0
