topic_id,topic,stance,setting,model_id,ranking
15,We should abandon the use of school uniform,-1,best_golden,2,1
15,We should abandon the use of school uniform,-1,best_golden,3,4
15,We should abandon the use of school uniform,-1,best_golden,4,3
15,We should abandon the use of school uniform,-1,best_golden,5,2
15,We should abandon the use of school uniform,-1,best_golden,6,6
15,We should abandon the use of school uniform,-1,all_baseline,7,3
15,We should abandon the use of school uniform,-1,all_baseline,8,2
15,We should abandon the use of school uniform,-1,all_baseline,9,5
15,We should abandon the use of school uniform,-1,all_baseline,10,4
15,We should abandon the use of school uniform,-1,all_baseline,11,1
15,We should abandon the use of school uniform,-1,all_baseline,12,6
15,We should abandon the use of school uniform,-1,all_golden,13,3
15,We should abandon the use of school uniform,-1,all_golden,14,6
15,We should abandon the use of school uniform,-1,all_golden,15,2
15,We should abandon the use of school uniform,-1,all_golden,16,5
15,We should abandon the use of school uniform,-1,all_golden,17,4
15,We should abandon the use of school uniform,-1,all_golden,18,1
15,We should abandon the use of school uniform,-1,best_baseline,19,3
15,We should abandon the use of school uniform,-1,best_baseline,20,4
15,We should abandon the use of school uniform,-1,best_baseline,21,1
15,We should abandon the use of school uniform,-1,best_baseline,22,6
15,We should abandon the use of school uniform,-1,best_baseline,23,2
15,We should abandon the use of school uniform,-1,best_baseline,24,5
15,We should abandon the use of school uniform,-1,top2_baseline,25,5
15,We should abandon the use of school uniform,-1,top2_baseline,26,2
15,We should abandon the use of school uniform,-1,top2_baseline,27,6
15,We should abandon the use of school uniform,-1,top2_baseline,28,4
15,We should abandon the use of school uniform,-1,top2_baseline,29,1
15,We should abandon the use of school uniform,-1,top2_baseline,30,3
15,We should abandon the use of school uniform,-1,top2_golden,31,6
15,We should abandon the use of school uniform,-1,top2_golden,32,3
15,We should abandon the use of school uniform,-1,top2_golden,33,4
15,We should abandon the use of school uniform,-1,top2_golden,34,2
15,We should abandon the use of school uniform,-1,top2_golden,35,5
15,We should abandon the use of school uniform,-1,top2_golden,36,1
16,We should abandon the use of school uniform,1,best_golden,1,6
16,We should abandon the use of school uniform,1,best_golden,2,2
16,We should abandon the use of school uniform,1,best_golden,3,3
16,We should abandon the use of school uniform,1,best_golden,4,5
16,We should abandon the use of school uniform,1,best_golden,5,4
16,We should abandon the use of school uniform,1,best_golden,6,1
16,We should abandon the use of school uniform,1,all_baseline,7,6
16,We should abandon the use of school uniform,1,all_baseline,8,2
16,We should abandon the use of school uniform,1,all_baseline,9,5
16,We should abandon the use of school uniform,1,all_baseline,10,3
16,We should abandon the use of school uniform,1,all_baseline,11,1
16,We should abandon the use of school uniform,1,all_baseline,12,4
16,We should abandon the use of school uniform,1,all_golden,13,6
16,We should abandon the use of school uniform,1,all_golden,14,3
16,We should abandon the use of school uniform,1,all_golden,15,4
16,We should abandon the use of school uniform,1,all_golden,16,5
16,We should abandon the use of school uniform,1,all_golden,17,1
16,We should abandon the use of school uniform,1,all_golden,18,2
16,We should abandon the use of school uniform,1,best_baseline,19,6
16,We should abandon the use of school uniform,1,best_baseline,20,2
16,We should abandon the use of school uniform,1,best_baseline,21,5
16,We should abandon the use of school uniform,1,best_baseline,22,3
16,We should abandon the use of school uniform,1,best_baseline,23,1
16,We should abandon the use of school uniform,1,best_baseline,24,4
16,We should abandon the use of school uniform,1,top2_baseline,25,6
16,We should abandon the use of school uniform,1,top2_baseline,26,3
16,We should abandon the use of school uniform,1,top2_baseline,27,4
16,We should abandon the use of school uniform,1,top2_baseline,28,5
16,We should abandon the use of school uniform,1,top2_baseline,29,1
16,We should abandon the use of school uniform,1,top2_baseline,30,2
16,We should abandon the use of school uniform,1,top2_golden,31,6
16,We should abandon the use of school uniform,1,top2_golden,32,4
16,We should abandon the use of school uniform,1,top2_golden,33,2
16,We should abandon the use of school uniform,1,top2_golden,34,5
16,We should abandon the use of school uniform,1,top2_golden,35,3
16,We should abandon the use of school uniform,1,top2_golden,36,1
17,We should abolish capital punishment,-1,best_golden,1,1
17,We should abolish capital punishment,-1,best_golden,2,5
17,We should abolish capital punishment,-1,best_golden,3,2
17,We should abolish capital punishment,-1,best_golden,4,4
17,We should abolish capital punishment,-1,best_golden,5,6
17,We should abolish capital punishment,-1,best_golden,6,3
17,We should abolish capital punishment,-1,all_baseline,7,5
17,We should abolish capital punishment,-1,all_baseline,8,4
17,We should abolish capital punishment,-1,all_baseline,9,3
17,We should abolish capital punishment,-1,all_baseline,10,1
17,We should abolish capital punishment,-1,all_baseline,11,2
17,We should abolish capital punishment,-1,all_baseline,12,6
17,We should abolish capital punishment,-1,all_golden,13,6
17,We should abolish capital punishment,-1,all_golden,14,4
17,We should abolish capital punishment,-1,all_golden,15,3
17,We should abolish capital punishment,-1,all_golden,16,2
17,We should abolish capital punishment,-1,all_golden,17,5
17,We should abolish capital punishment,-1,all_golden,18,1
17,We should abolish capital punishment,-1,best_baseline,19,5
17,We should abolish capital punishment,-1,best_baseline,20,2
17,We should abolish capital punishment,-1,best_baseline,21,3
17,We should abolish capital punishment,-1,best_baseline,22,6
17,We should abolish capital punishment,-1,best_baseline,23,1
17,We should abolish capital punishment,-1,best_baseline,24,4
17,We should abolish capital punishment,-1,top2_baseline,25,5
17,We should abolish capital punishment,-1,top2_baseline,26,6
17,We should abolish capital punishment,-1,top2_baseline,27,1
17,We should abolish capital punishment,-1,top2_baseline,28,2
17,We should abolish capital punishment,-1,top2_baseline,29,3
17,We should abolish capital punishment,-1,top2_baseline,30,4
17,We should abolish capital punishment,-1,top2_golden,31,5
17,We should abolish capital punishment,-1,top2_golden,32,6
17,We should abolish capital punishment,-1,top2_golden,33,2
17,We should abolish capital punishment,-1,top2_golden,34,1
17,We should abolish capital punishment,-1,top2_golden,35,4
17,We should abolish capital punishment,-1,top2_golden,36,3
18,We should abolish capital punishment,1,best_golden,1,3
18,We should abolish capital punishment,1,best_golden,2,2
18,We should abolish capital punishment,1,best_golden,3,1
18,We should abolish capital punishment,1,best_golden,4,4
18,We should abolish capital punishment,1,best_golden,5,6
18,We should abolish capital punishment,1,best_golden,6,5
18,We should abolish capital punishment,1,all_baseline,7,5
18,We should abolish capital punishment,1,all_baseline,8,1
18,We should abolish capital punishment,1,all_baseline,9,4
18,We should abolish capital punishment,1,all_baseline,10,3
18,We should abolish capital punishment,1,all_baseline,11,2
18,We should abolish capital punishment,1,all_baseline,12,6
18,We should abolish capital punishment,1,all_golden,13,5
18,We should abolish capital punishment,1,all_golden,14,3
18,We should abolish capital punishment,1,all_golden,15,2
18,We should abolish capital punishment,1,all_golden,16,4
18,We should abolish capital punishment,1,all_golden,17,6
18,We should abolish capital punishment,1,all_golden,18,1
18,We should abolish capital punishment,1,best_baseline,19,4
18,We should abolish capital punishment,1,best_baseline,20,3
18,We should abolish capital punishment,1,best_baseline,21,1
18,We should abolish capital punishment,1,best_baseline,22,6
18,We should abolish capital punishment,1,best_baseline,23,2
18,We should abolish capital punishment,1,best_baseline,24,5
18,We should abolish capital punishment,1,top2_baseline,25,5
18,We should abolish capital punishment,1,top2_baseline,26,2
18,We should abolish capital punishment,1,top2_baseline,27,1
18,We should abolish capital punishment,1,top2_baseline,28,4
18,We should abolish capital punishment,1,top2_baseline,29,6
18,We should abolish capital punishment,1,top2_baseline,30,3
18,We should abolish capital punishment,1,top2_golden,31,6
18,We should abolish capital punishment,1,top2_golden,32,5
18,We should abolish capital punishment,1,top2_golden,33,3
18,We should abolish capital punishment,1,top2_golden,34,4
18,We should abolish capital punishment,1,top2_golden,35,2
18,We should abolish capital punishment,1,top2_golden,36,1
19,We should abolish intellectual property rights,-1,best_golden,1,5
19,We should abolish intellectual property rights,-1,best_golden,2,2
19,We should abolish intellectual property rights,-1,best_golden,3,4
19,We should abolish intellectual property rights,-1,best_golden,4,3
19,We should abolish intellectual property rights,-1,best_golden,5,1
19,We should abolish intellectual property rights,-1,best_golden,6,6
19,We should abolish intellectual property rights,-1,all_baseline,7,4
19,We should abolish intellectual property rights,-1,all_baseline,8,2
19,We should abolish intellectual property rights,-1,all_baseline,9,3
19,We should abolish intellectual property rights,-1,all_baseline,10,5
19,We should abolish intellectual property rights,-1,all_baseline,11,1
19,We should abolish intellectual property rights,-1,all_baseline,12,6
19,We should abolish intellectual property rights,-1,all_golden,13,6
19,We should abolish intellectual property rights,-1,all_golden,14,3
19,We should abolish intellectual property rights,-1,all_golden,15,4
19,We should abolish intellectual property rights,-1,all_golden,16,5
19,We should abolish intellectual property rights,-1,all_golden,17,1
19,We should abolish intellectual property rights,-1,all_golden,18,2
19,We should abolish intellectual property rights,-1,best_baseline,19,6
19,We should abolish intellectual property rights,-1,best_baseline,20,2
19,We should abolish intellectual property rights,-1,best_baseline,21,3
19,We should abolish intellectual property rights,-1,best_baseline,22,4
19,We should abolish intellectual property rights,-1,best_baseline,23,1
19,We should abolish intellectual property rights,-1,best_baseline,24,5
19,We should abolish intellectual property rights,-1,top2_baseline,25,3
19,We should abolish intellectual property rights,-1,top2_baseline,26,2
19,We should abolish intellectual property rights,-1,top2_baseline,27,6
19,We should abolish intellectual property rights,-1,top2_baseline,28,4
19,We should abolish intellectual property rights,-1,top2_baseline,29,5
19,We should abolish intellectual property rights,-1,top2_baseline,30,1
19,We should abolish intellectual property rights,-1,top2_golden,31,4
19,We should abolish intellectual property rights,-1,top2_golden,32,5
19,We should abolish intellectual property rights,-1,top2_golden,33,2
19,We should abolish intellectual property rights,-1,top2_golden,34,3
19,We should abolish intellectual property rights,-1,top2_golden,35,6
19,We should abolish intellectual property rights,-1,top2_golden,36,1
20,We should abolish intellectual property rights,1,best_golden,1,3
20,We should abolish intellectual property rights,1,best_golden,2,1
20,We should abolish intellectual property rights,1,best_golden,3,2
20,We should abolish intellectual property rights,1,best_golden,4,5
20,We should abolish intellectual property rights,1,best_golden,5,6
20,We should abolish intellectual property rights,1,best_golden,6,4
20,We should abolish intellectual property rights,1,all_baseline,7,4
20,We should abolish intellectual property rights,1,all_baseline,8,2
20,We should abolish intellectual property rights,1,all_baseline,9,3
20,We should abolish intellectual property rights,1,all_baseline,10,5
20,We should abolish intellectual property rights,1,all_baseline,11,1
20,We should abolish intellectual property rights,1,all_baseline,12,6
20,We should abolish intellectual property rights,1,all_golden,13,5
20,We should abolish intellectual property rights,1,all_golden,14,4
20,We should abolish intellectual property rights,1,all_golden,15,3
20,We should abolish intellectual property rights,1,all_golden,16,6
20,We should abolish intellectual property rights,1,all_golden,17,2
20,We should abolish intellectual property rights,1,all_golden,18,1
20,We should abolish intellectual property rights,1,best_baseline,19,4
20,We should abolish intellectual property rights,1,best_baseline,20,3
20,We should abolish intellectual property rights,1,best_baseline,21,2
20,We should abolish intellectual property rights,1,best_baseline,22,6
20,We should abolish intellectual property rights,1,best_baseline,23,1
20,We should abolish intellectual property rights,1,best_baseline,24,5
20,We should abolish intellectual property rights,1,top2_baseline,25,4
20,We should abolish intellectual property rights,1,top2_baseline,26,1
20,We should abolish intellectual property rights,1,top2_baseline,27,5
20,We should abolish intellectual property rights,1,top2_baseline,28,6
20,We should abolish intellectual property rights,1,top2_baseline,29,3
20,We should abolish intellectual property rights,1,top2_baseline,30,2
20,We should abolish intellectual property rights,1,top2_golden,31,4
20,We should abolish intellectual property rights,1,top2_golden,32,6
20,We should abolish intellectual property rights,1,top2_golden,33,2
20,We should abolish intellectual property rights,1,top2_golden,34,5
20,We should abolish intellectual property rights,1,top2_golden,35,3
20,We should abolish intellectual property rights,1,top2_golden,36,1
21,We should abolish the right to keep and bear arms,-1,best_golden,1,1
21,We should abolish the right to keep and bear arms,-1,best_golden,2,2
21,We should abolish the right to keep and bear arms,-1,best_golden,3,3
21,We should abolish the right to keep and bear arms,-1,best_golden,4,5
21,We should abolish the right to keep and bear arms,-1,best_golden,5,6
21,We should abolish the right to keep and bear arms,-1,best_golden,6,4
21,We should abolish the right to keep and bear arms,-1,all_baseline,7,2
21,We should abolish the right to keep and bear arms,-1,all_baseline,8,4
21,We should abolish the right to keep and bear arms,-1,all_baseline,9,5
21,We should abolish the right to keep and bear arms,-1,all_baseline,10,3
21,We should abolish the right to keep and bear arms,-1,all_baseline,11,1
21,We should abolish the right to keep and bear arms,-1,all_baseline,12,6
21,We should abolish the right to keep and bear arms,-1,all_golden,13,5
21,We should abolish the right to keep and bear arms,-1,all_golden,14,2
21,We should abolish the right to keep and bear arms,-1,all_golden,15,4
21,We should abolish the right to keep and bear arms,-1,all_golden,16,6
21,We should abolish the right to keep and bear arms,-1,all_golden,17,3
21,We should abolish the right to keep and bear arms,-1,all_golden,18,1
21,We should abolish the right to keep and bear arms,-1,best_baseline,19,4
21,We should abolish the right to keep and bear arms,-1,best_baseline,20,2
21,We should abolish the right to keep and bear arms,-1,best_baseline,21,3
21,We should abolish the right to keep and bear arms,-1,best_baseline,22,6
21,We should abolish the right to keep and bear arms,-1,best_baseline,23,1
21,We should abolish the right to keep and bear arms,-1,best_baseline,24,5
21,We should abolish the right to keep and bear arms,-1,top2_baseline,25,3
21,We should abolish the right to keep and bear arms,-1,top2_baseline,26,5
21,We should abolish the right to keep and bear arms,-1,top2_baseline,27,6
21,We should abolish the right to keep and bear arms,-1,top2_baseline,28,4
21,We should abolish the right to keep and bear arms,-1,top2_baseline,29,2
21,We should abolish the right to keep and bear arms,-1,top2_baseline,30,1
21,We should abolish the right to keep and bear arms,-1,top2_golden,31,6
21,We should abolish the right to keep and bear arms,-1,top2_golden,32,5
21,We should abolish the right to keep and bear arms,-1,top2_golden,33,3
21,We should abolish the right to keep and bear arms,-1,top2_golden,34,4
21,We should abolish the right to keep and bear arms,-1,top2_golden,35,2
21,We should abolish the right to keep and bear arms,-1,top2_golden,36,1
22,We should abolish the right to keep and bear arms,1,best_golden,1,3
22,We should abolish the right to keep and bear arms,1,best_golden,2,2
22,We should abolish the right to keep and bear arms,1,best_golden,3,1
22,We should abolish the right to keep and bear arms,1,best_golden,4,4
22,We should abolish the right to keep and bear arms,1,best_golden,5,6
22,We should abolish the right to keep and bear arms,1,best_golden,6,5
22,We should abolish the right to keep and bear arms,1,all_baseline,7,4
22,We should abolish the right to keep and bear arms,1,all_baseline,8,1
22,We should abolish the right to keep and bear arms,1,all_baseline,9,6
22,We should abolish the right to keep and bear arms,1,all_baseline,10,3
22,We should abolish the right to keep and bear arms,1,all_baseline,11,2
22,We should abolish the right to keep and bear arms,1,all_baseline,12,5
22,We should abolish the right to keep and bear arms,1,all_golden,13,4
22,We should abolish the right to keep and bear arms,1,all_golden,14,5
22,We should abolish the right to keep and bear arms,1,all_golden,15,3
22,We should abolish the right to keep and bear arms,1,all_golden,16,6
22,We should abolish the right to keep and bear arms,1,all_golden,17,2
22,We should abolish the right to keep and bear arms,1,all_golden,18,1
22,We should abolish the right to keep and bear arms,1,best_baseline,19,2
22,We should abolish the right to keep and bear arms,1,best_baseline,20,3
22,We should abolish the right to keep and bear arms,1,best_baseline,21,5
22,We should abolish the right to keep and bear arms,1,best_baseline,22,6
22,We should abolish the right to keep and bear arms,1,best_baseline,23,1
22,We should abolish the right to keep and bear arms,1,best_baseline,24,4
22,We should abolish the right to keep and bear arms,1,top2_baseline,25,3
22,We should abolish the right to keep and bear arms,1,top2_baseline,26,5
22,We should abolish the right to keep and bear arms,1,top2_baseline,27,4
22,We should abolish the right to keep and bear arms,1,top2_baseline,28,2
22,We should abolish the right to keep and bear arms,1,top2_baseline,29,6
22,We should abolish the right to keep and bear arms,1,top2_baseline,30,1
22,We should abolish the right to keep and bear arms,1,top2_golden,31,4
22,We should abolish the right to keep and bear arms,1,top2_golden,32,6
22,We should abolish the right to keep and bear arms,1,top2_golden,33,2
22,We should abolish the right to keep and bear arms,1,top2_golden,34,5
22,We should abolish the right to keep and bear arms,1,top2_golden,35,3
22,We should abolish the right to keep and bear arms,1,top2_golden,36,1
23,We should adopt an austerity regime,-1,best_golden,1,3
23,We should adopt an austerity regime,-1,best_golden,2,1
23,We should adopt an austerity regime,-1,best_golden,3,2
23,We should adopt an austerity regime,-1,best_golden,4,4
23,We should adopt an austerity regime,-1,best_golden,5,6
23,We should adopt an austerity regime,-1,best_golden,6,5
23,We should adopt an austerity regime,-1,all_baseline,7,3
23,We should adopt an austerity regime,-1,all_baseline,8,2
23,We should adopt an austerity regime,-1,all_baseline,9,4
23,We should adopt an austerity regime,-1,all_baseline,10,6
23,We should adopt an austerity regime,-1,all_baseline,11,1
23,We should adopt an austerity regime,-1,all_baseline,12,5
23,We should adopt an austerity regime,-1,all_golden,13,3
23,We should adopt an austerity regime,-1,all_golden,14,5
23,We should adopt an austerity regime,-1,all_golden,15,4
23,We should adopt an austerity regime,-1,all_golden,16,6
23,We should adopt an austerity regime,-1,all_golden,17,2
23,We should adopt an austerity regime,-1,all_golden,18,1
23,We should adopt an austerity regime,-1,best_baseline,19,4
23,We should adopt an austerity regime,-1,best_baseline,20,2
23,We should adopt an austerity regime,-1,best_baseline,21,3
23,We should adopt an austerity regime,-1,best_baseline,22,6
23,We should adopt an austerity regime,-1,best_baseline,23,1
23,We should adopt an austerity regime,-1,best_baseline,24,5
23,We should adopt an austerity regime,-1,top2_baseline,25,3
23,We should adopt an austerity regime,-1,top2_baseline,26,2
23,We should adopt an austerity regime,-1,top2_baseline,27,5
23,We should adopt an austerity regime,-1,top2_baseline,28,6
23,We should adopt an austerity regime,-1,top2_baseline,29,4
23,We should adopt an austerity regime,-1,top2_baseline,30,1
23,We should adopt an austerity regime,-1,top2_golden,31,3
23,We should adopt an austerity regime,-1,top2_golden,32,4
23,We should adopt an austerity regime,-1,top2_golden,33,2
23,We should adopt an austerity regime,-1,top2_golden,34,5
23,We should adopt an austerity regime,-1,top2_golden,35,6
23,We should adopt an austerity regime,-1,top2_golden,36,1
24,We should adopt an austerity regime,1,best_golden,1,1
24,We should adopt an austerity regime,1,best_golden,2,2
24,We should adopt an austerity regime,1,best_golden,3,3
24,We should adopt an austerity regime,1,best_golden,4,5
24,We should adopt an austerity regime,1,best_golden,5,6
24,We should adopt an austerity regime,1,best_golden,6,4
24,We should adopt an austerity regime,1,all_baseline,7,4
24,We should adopt an austerity regime,1,all_baseline,8,2
24,We should adopt an austerity regime,1,all_baseline,9,5
24,We should adopt an austerity regime,1,all_baseline,10,3
24,We should adopt an austerity regime,1,all_baseline,11,1
24,We should adopt an austerity regime,1,all_baseline,12,6
24,We should adopt an austerity regime,1,all_golden,13,4
24,We should adopt an austerity regime,1,all_golden,14,2
24,We should adopt an austerity regime,1,all_golden,15,5
24,We should adopt an austerity regime,1,all_golden,16,6
24,We should adopt an austerity regime,1,all_golden,17,3
24,We should adopt an austerity regime,1,all_golden,18,1
24,We should adopt an austerity regime,1,best_baseline,19,4
24,We should adopt an austerity regime,1,best_baseline,20,2
24,We should adopt an austerity regime,1,best_baseline,21,3
24,We should adopt an austerity regime,1,best_baseline,22,6
24,We should adopt an austerity regime,1,best_baseline,23,1
24,We should adopt an austerity regime,1,best_baseline,24,5
24,We should adopt an austerity regime,1,top2_baseline,25,6
24,We should adopt an austerity regime,1,top2_baseline,26,3
24,We should adopt an austerity regime,1,top2_baseline,27,5
24,We should adopt an austerity regime,1,top2_baseline,28,4
24,We should adopt an austerity regime,1,top2_baseline,29,2
24,We should adopt an austerity regime,1,top2_baseline,30,1
24,We should adopt an austerity regime,1,top2_golden,31,5
24,We should adopt an austerity regime,1,top2_golden,32,6
24,We should adopt an austerity regime,1,top2_golden,33,2
24,We should adopt an austerity regime,1,top2_golden,34,3
24,We should adopt an austerity regime,1,top2_golden,35,4
24,We should adopt an austerity regime,1,top2_golden,36,1
25,We should adopt atheism,-1,best_golden,1,6
25,We should adopt atheism,-1,best_golden,2,2
25,We should adopt atheism,-1,best_golden,3,1
25,We should adopt atheism,-1,best_golden,4,4
25,We should adopt atheism,-1,best_golden,5,5
25,We should adopt atheism,-1,best_golden,6,3
25,We should adopt atheism,-1,all_baseline,7,4
25,We should adopt atheism,-1,all_baseline,8,5
25,We should adopt atheism,-1,all_baseline,9,3
25,We should adopt atheism,-1,all_baseline,10,2
25,We should adopt atheism,-1,all_baseline,11,1
25,We should adopt atheism,-1,all_baseline,12,6
25,We should adopt atheism,-1,all_golden,13,4
25,We should adopt atheism,-1,all_golden,14,2
25,We should adopt atheism,-1,all_golden,15,6
25,We should adopt atheism,-1,all_golden,16,5
25,We should adopt atheism,-1,all_golden,17,3
25,We should adopt atheism,-1,all_golden,18,1
25,We should adopt atheism,-1,best_baseline,19,3
25,We should adopt atheism,-1,best_baseline,20,2
25,We should adopt atheism,-1,best_baseline,21,4
25,We should adopt atheism,-1,best_baseline,22,6
25,We should adopt atheism,-1,best_baseline,23,1
25,We should adopt atheism,-1,best_baseline,24,5
25,We should adopt atheism,-1,top2_baseline,25,6
25,We should adopt atheism,-1,top2_baseline,26,5
25,We should adopt atheism,-1,top2_baseline,27,4
25,We should adopt atheism,-1,top2_baseline,28,3
25,We should adopt atheism,-1,top2_baseline,29,2
25,We should adopt atheism,-1,top2_baseline,30,1
25,We should adopt atheism,-1,top2_golden,31,6
25,We should adopt atheism,-1,top2_golden,32,5
25,We should adopt atheism,-1,top2_golden,33,3
25,We should adopt atheism,-1,top2_golden,34,2
25,We should adopt atheism,-1,top2_golden,35,4
25,We should adopt atheism,-1,top2_golden,36,1
26,We should adopt atheism,1,best_golden,1,3
26,We should adopt atheism,1,best_golden,2,1
26,We should adopt atheism,1,best_golden,3,2
26,We should adopt atheism,1,best_golden,4,4
26,We should adopt atheism,1,best_golden,5,6
26,We should adopt atheism,1,best_golden,6,5
26,We should adopt atheism,1,all_baseline,7,3
26,We should adopt atheism,1,all_baseline,8,2
26,We should adopt atheism,1,all_baseline,9,5
26,We should adopt atheism,1,all_baseline,10,4
26,We should adopt atheism,1,all_baseline,11,1
26,We should adopt atheism,1,all_baseline,12,6
26,We should adopt atheism,1,all_golden,13,3
26,We should adopt atheism,1,all_golden,14,2
26,We should adopt atheism,1,all_golden,15,5
26,We should adopt atheism,1,all_golden,16,6
26,We should adopt atheism,1,all_golden,17,4
26,We should adopt atheism,1,all_golden,18,1
26,We should adopt atheism,1,best_baseline,19,2
26,We should adopt atheism,1,best_baseline,20,3
26,We should adopt atheism,1,best_baseline,21,4
26,We should adopt atheism,1,best_baseline,22,6
26,We should adopt atheism,1,best_baseline,23,1
26,We should adopt atheism,1,best_baseline,24,5
26,We should adopt atheism,1,top2_baseline,25,6
26,We should adopt atheism,1,top2_baseline,26,2
26,We should adopt atheism,1,top2_baseline,27,5
26,We should adopt atheism,1,top2_baseline,28,3
26,We should adopt atheism,1,top2_baseline,29,4
26,We should adopt atheism,1,top2_baseline,30,1
26,We should adopt atheism,1,top2_golden,31,6
26,We should adopt atheism,1,top2_golden,32,2
26,We should adopt atheism,1,top2_golden,33,3
26,We should adopt atheism,1,top2_golden,34,5
26,We should adopt atheism,1,top2_golden,35,4
26,We should adopt atheism,1,top2_golden,36,1
27,We should adopt libertarianism,-1,best_golden,1,4
27,We should adopt libertarianism,-1,best_golden,2,1
27,We should adopt libertarianism,-1,best_golden,3,2
27,We should adopt libertarianism,-1,best_golden,4,3
27,We should adopt libertarianism,-1,best_golden,5,5
27,We should adopt libertarianism,-1,best_golden,6,6
27,We should adopt libertarianism,-1,all_baseline,7,5
27,We should adopt libertarianism,-1,all_baseline,8,1
27,We should adopt libertarianism,-1,all_baseline,9,4
27,We should adopt libertarianism,-1,all_baseline,10,6
27,We should adopt libertarianism,-1,all_baseline,11,2
27,We should adopt libertarianism,-1,all_baseline,12,3
27,We should adopt libertarianism,-1,all_golden,13,3
27,We should adopt libertarianism,-1,all_golden,14,2
27,We should adopt libertarianism,-1,all_golden,15,6
27,We should adopt libertarianism,-1,all_golden,16,5
27,We should adopt libertarianism,-1,all_golden,17,4
27,We should adopt libertarianism,-1,all_golden,18,1
27,We should adopt libertarianism,-1,best_baseline,19,2
27,We should adopt libertarianism,-1,best_baseline,20,6
27,We should adopt libertarianism,-1,best_baseline,21,5
27,We should adopt libertarianism,-1,best_baseline,22,4
27,We should adopt libertarianism,-1,best_baseline,23,1
27,We should adopt libertarianism,-1,best_baseline,24,3
27,We should adopt libertarianism,-1,top2_baseline,25,4
27,We should adopt libertarianism,-1,top2_baseline,26,2
27,We should adopt libertarianism,-1,top2_baseline,27,5
27,We should adopt libertarianism,-1,top2_baseline,28,3
27,We should adopt libertarianism,-1,top2_baseline,29,6
27,We should adopt libertarianism,-1,top2_baseline,30,1
27,We should adopt libertarianism,-1,top2_golden,31,4
27,We should adopt libertarianism,-1,top2_golden,32,5
27,We should adopt libertarianism,-1,top2_golden,33,2
27,We should adopt libertarianism,-1,top2_golden,34,3
27,We should adopt libertarianism,-1,top2_golden,35,6
27,We should adopt libertarianism,-1,top2_golden,36,1
28,We should adopt libertarianism,1,best_golden,1,3
28,We should adopt libertarianism,1,best_golden,2,2
28,We should adopt libertarianism,1,best_golden,3,1
28,We should adopt libertarianism,1,best_golden,4,4
28,We should adopt libertarianism,1,best_golden,5,6
28,We should adopt libertarianism,1,best_golden,6,5
28,We should adopt libertarianism,1,all_baseline,7,3
28,We should adopt libertarianism,1,all_baseline,8,1
28,We should adopt libertarianism,1,all_baseline,9,5
28,We should adopt libertarianism,1,all_baseline,10,4
28,We should adopt libertarianism,1,all_baseline,11,2
28,We should adopt libertarianism,1,all_baseline,12,6
28,We should adopt libertarianism,1,all_golden,13,3
28,We should adopt libertarianism,1,all_golden,14,4
28,We should adopt libertarianism,1,all_golden,15,6
28,We should adopt libertarianism,1,all_golden,16,5
28,We should adopt libertarianism,1,all_golden,17,2
28,We should adopt libertarianism,1,all_golden,18,1
28,We should adopt libertarianism,1,best_baseline,19,4
28,We should adopt libertarianism,1,best_baseline,20,5
28,We should adopt libertarianism,1,best_baseline,21,3
28,We should adopt libertarianism,1,best_baseline,22,6
28,We should adopt libertarianism,1,best_baseline,23,2
28,We should adopt libertarianism,1,best_baseline,24,1
28,We should adopt libertarianism,1,top2_baseline,25,5
28,We should adopt libertarianism,1,top2_baseline,26,1
28,We should adopt libertarianism,1,top2_baseline,27,4
28,We should adopt libertarianism,1,top2_baseline,28,3
28,We should adopt libertarianism,1,top2_baseline,29,6
28,We should adopt libertarianism,1,top2_baseline,30,2
28,We should adopt libertarianism,1,top2_golden,31,6
28,We should adopt libertarianism,1,top2_golden,32,5
28,We should adopt libertarianism,1,top2_golden,33,3
28,We should adopt libertarianism,1,top2_golden,34,4
28,We should adopt libertarianism,1,top2_golden,35,2
28,We should adopt libertarianism,1,top2_golden,36,1
29,We should ban human cloning,-1,best_golden,1,4
29,We should ban human cloning,-1,best_golden,2,2
29,We should ban human cloning,-1,best_golden,3,1
29,We should ban human cloning,-1,best_golden,4,5
29,We should ban human cloning,-1,best_golden,5,6
29,We should ban human cloning,-1,best_golden,6,3
29,We should ban human cloning,-1,all_baseline,7,5
29,We should ban human cloning,-1,all_baseline,8,2
29,We should ban human cloning,-1,all_baseline,9,6
29,We should ban human cloning,-1,all_baseline,10,4
29,We should ban human cloning,-1,all_baseline,11,1
29,We should ban human cloning,-1,all_baseline,12,3
29,We should ban human cloning,-1,all_golden,13,5
29,We should ban human cloning,-1,all_golden,14,2
29,We should ban human cloning,-1,all_golden,15,6
29,We should ban human cloning,-1,all_golden,16,4
29,We should ban human cloning,-1,all_golden,17,3
29,We should ban human cloning,-1,all_golden,18,1
29,We should ban human cloning,-1,best_baseline,19,2
29,We should ban human cloning,-1,best_baseline,20,4
29,We should ban human cloning,-1,best_baseline,21,6
29,We should ban human cloning,-1,best_baseline,22,5
29,We should ban human cloning,-1,best_baseline,23,1
29,We should ban human cloning,-1,best_baseline,24,3
29,We should ban human cloning,-1,top2_baseline,25,5
29,We should ban human cloning,-1,top2_baseline,26,2
29,We should ban human cloning,-1,top2_baseline,27,6
