Topic,Argument,Evidence_1,Evidence_2,Label
We should abandon marriage,Marriage provides important financial benefits,"Getting married makes financial sense, especially for people who have widely disparate incomes. For example: The annual income limitations for IRA contributions by married couples are based on joint income, allowing for far higher savings. A couple's combined income may well place them in a lower tax bracket than the higher-income spouse would pay as an individual. If each spouse has a different employer, each can choose the better of two health insurance plans. Car insurance and home insurance coverage are cheaper for two than for one. In the long run, the lower-paid spouse may be eligible for a larger Social Security benefit than the person's solo income would allow.","One of the most obvious financial advantages of marriage is income splitting. The goal of income splitting is to shift income from a higher income partner to a lower income partner. For couples with different income levels and different marginal tax rates, income splitting can create a sizable tax advantage.",1.0
We should abandon marriage,Marriage provides important financial benefits,"Getting married makes financial sense, especially for people who have widely disparate incomes. For example: The annual income limitations for IRA contributions by married couples are based on joint income, allowing for far higher savings. A couple's combined income may well place them in a lower tax bracket than the higher-income spouse would pay as an individual. If each spouse has a different employer, each can choose the better of two health insurance plans. Car insurance and home insurance coverage are cheaper for two than for one. In the long run, the lower-paid spouse may be eligible for a larger Social Security benefit than the person's solo income would allow.","One of the most significant advantages of marriage is eligibility for Social Security spousal and survival benefits. First, as a married couple, you're each eligible to collect your own Social Security benefit or up to 50 percent of your spouse's benefit, whichever is greater. This can be a financial plus if one of you is a higher earner. ",1.0
We should abandon marriage,Marriage provides important financial benefits,"Getting married makes financial sense, especially for people who have widely disparate incomes. For example: The annual income limitations for IRA contributions by married couples are based on joint income, allowing for far higher savings. A couple's combined income may well place them in a lower tax bracket than the higher-income spouse would pay as an individual. If each spouse has a different employer, each can choose the better of two health insurance plans. Car insurance and home insurance coverage are cheaper for two than for one. In the long run, the lower-paid spouse may be eligible for a larger Social Security benefit than the person's solo income would allow.","There are yet more savings to be had when it comes to inheritance tax. When one of you dies, any money or assets passed on are free from inheritance tax if you’re married.",1.0
We should abandon marriage,Marriage provides important financial benefits,"Getting married makes financial sense, especially for people who have widely disparate incomes. For example: The annual income limitations for IRA contributions by married couples are based on joint income, allowing for far higher savings. A couple's combined income may well place them in a lower tax bracket than the higher-income spouse would pay as an individual. If each spouse has a different employer, each can choose the better of two health insurance plans. Car insurance and home insurance coverage are cheaper for two than for one. In the long run, the lower-paid spouse may be eligible for a larger Social Security benefit than the person's solo income would allow.","While the standard deduction is higher for a couple, combining your income could impact some of your deductions if you itemize.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One advantage is that spouses can transfer money and assets between them other tax-free, which can reduce your overall tax bill.","There are yet more savings to be had when it comes to inheritance tax. When one of you dies, any money or assets passed on are free from inheritance tax if you’re married.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One advantage is that spouses can transfer money and assets between them other tax-free, which can reduce your overall tax bill.","When an unmarried person includes a partner on their health insurance plan, that benefit is taxable. For married couples, premiums to cover both are tax deductible.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One of the most obvious financial advantages of marriage is income splitting. The goal of income splitting is to shift income from a higher income partner to a lower income partner. For couples with different income levels and different marginal tax rates, income splitting can create a sizable tax advantage.","One advantage is that spouses can transfer money and assets between them other tax-free, which can reduce your overall tax bill.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One of the most obvious financial advantages of marriage is income splitting. The goal of income splitting is to shift income from a higher income partner to a lower income partner. For couples with different income levels and different marginal tax rates, income splitting can create a sizable tax advantage.","When an unmarried person includes a partner on their health insurance plan, that benefit is taxable. For married couples, premiums to cover both are tax deductible.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One of the most obvious financial advantages of marriage is income splitting. The goal of income splitting is to shift income from a higher income partner to a lower income partner. For couples with different income levels and different marginal tax rates, income splitting can create a sizable tax advantage.","While the standard deduction is higher for a couple, combining your income could impact some of your deductions if you itemize.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One of the most significant advantages of marriage is eligibility for Social Security spousal and survival benefits. First, as a married couple, you're each eligible to collect your own Social Security benefit or up to 50 percent of your spouse's benefit, whichever is greater. This can be a financial plus if one of you is a higher earner. ","One advantage is that spouses can transfer money and assets between them other tax-free, which can reduce your overall tax bill.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One of the most significant advantages of marriage is eligibility for Social Security spousal and survival benefits. First, as a married couple, you're each eligible to collect your own Social Security benefit or up to 50 percent of your spouse's benefit, whichever is greater. This can be a financial plus if one of you is a higher earner. ","One of the most obvious financial advantages of marriage is income splitting. The goal of income splitting is to shift income from a higher income partner to a lower income partner. For couples with different income levels and different marginal tax rates, income splitting can create a sizable tax advantage.",1.0
We should abandon marriage,Marriage provides important financial benefits,"One of the most significant advantages of marriage is eligibility for Social Security spousal and survival benefits. First, as a married couple, you're each eligible to collect your own Social Security benefit or up to 50 percent of your spouse's benefit, whichever is greater. This can be a financial plus if one of you is a higher earner. ","Whatever the reason, tying the knot is likely to lower those monthly rates. In fact, the average married couple in the US pays 11% less per person than their single counterparts. That’s a pretty big savings, especially over the long term.",1.0
We should abandon marriage,Marriage provides important financial benefits,"There are yet more savings to be had when it comes to inheritance tax. When one of you dies, any money or assets passed on are free from inheritance tax if you’re married.","When an unmarried person includes a partner on their health insurance plan, that benefit is taxable. For married couples, premiums to cover both are tax deductible.",1.0
We should abandon marriage,Marriage provides important financial benefits,"There are yet more savings to be had when it comes to inheritance tax. When one of you dies, any money or assets passed on are free from inheritance tax if you’re married.","While the standard deduction is higher for a couple, combining your income could impact some of your deductions if you itemize.",1.0
We should abandon marriage,Marriage provides important financial benefits,"Whatever the reason, tying the knot is likely to lower those monthly rates. In fact, the average married couple in the US pays 11% less per person than their single counterparts. That’s a pretty big savings, especially over the long term.","One of the most obvious financial advantages of marriage is income splitting. The goal of income splitting is to shift income from a higher income partner to a lower income partner. For couples with different income levels and different marginal tax rates, income splitting can create a sizable tax advantage.",1.0
We should abandon marriage,Marriage provides important financial benefits,"Whatever the reason, tying the knot is likely to lower those monthly rates. In fact, the average married couple in the US pays 11% less per person than their single counterparts. That’s a pretty big savings, especially over the long term.","There are yet more savings to be had when it comes to inheritance tax. When one of you dies, any money or assets passed on are free from inheritance tax if you’re married.",0.0
We should abandon marriage,Marriage provides important financial benefits,"Whatever the reason, tying the knot is likely to lower those monthly rates. In fact, the average married couple in the US pays 11% less per person than their single counterparts. That’s a pretty big savings, especially over the long term.","While the standard deduction is higher for a couple, combining your income could impact some of your deductions if you itemize.",0.0
We should abandon marriage,Marriages are unstable," Alison, for instance, found that her husband would go out with his friends at the weekend while she stayed at home, preparing lessons and doing the housework. Then there are factors that have the capacity to bring everything to a head. Money is one. “He’d say, ‘Well, you chose to have a low-paid job,’” Alison says. By then they’d had a (planned and wanted) baby, and children are another acknowledged marriage stressor. They bring high strain (in terms of finances, fatigue and housework) and often highlight different standards of care. “It wasn’t an easy time,” Alison says. “It reinforced just how different we were. Before, when we argued, I just thought, ‘Well, we’ll make up a few hours later.’ But when you’ve got a child, you don’t want to be falling out all the time.",You might have heard the popularised claim that “half of marriages end in divorce”. We can see here where that claim might come from – it was once true: 48% of American couples that married in the 1970s were divorced within 25 years.,0.0
We should abandon marriage,Marriages are unstable,"Economists Betsey Stevenson and Justin Wolfers looked in detail at the changes and driving forces in marriage and divorce rates in the US.14 They suggest that the changes we see in divorce rates may be partly reflective of the changes in expectations within marriages as women entered the workforce. Women who married before the large rise in female employment may have found themselves in marriages where expectations were no longer suited. Many people in the postwar years married someone who was probably a good match for the postwar culture, but ended up being the wrong partner after the times had changed. This may have been a driver behind the steep rise in divorces throughout the 1970s and 1980s.",You might have heard the popularised claim that “half of marriages end in divorce”. We can see here where that claim might come from – it was once true: 48% of American couples that married in the 1970s were divorced within 25 years.,1.0
We should abandon marriage,Marriages are unstable,"More recent evidence from the Fragile Families and Child Well-Being Study tipped the balance for many in favor of the pro-marriage arguments. Designed by two prominent academics, Sara McLanahan and Irv Garfinkel, the study is a longitudinal survey of 5,000 low-income married and nonmarried parents conducted in 75 hospitals in twenty cities at the time of their child’s birth. Among mothers who were not married when their child was born, 83 percent reported that they were romantically involved with the father, and half of the parents were living together. Nearly all of the romantically involved couples expressed interest in developing long-term stable relationships, and there was universal interest in marriage, with most indicating that there was at least a fifty-fifty chance that they would marry in the future. Looking at employment history and other factors, researchers estimated that about a third of the couples had high potential to marry; another third had some problems, like lack of a job, that could be remedied; while the final third were not good candidates due to a history of violence, incarceration, and the like (McLanahan, Garfinkel, and Mincy, 2001).",You might have heard the popularised claim that “half of marriages end in divorce”. We can see here where that claim might come from – it was once true: 48% of American couples that married in the 1970s were divorced within 25 years.,1.0
We should abandon marriage,Marriages are unstable,"When we zoom out and look at the large-scale picture at the global or regional level since the 1970s, we see an overall increase in divorce rates. The UN in its overview of global marriage patterns notes that there is a general upward trend: “at the world level, the proportion of adults aged 35-39 who are divorced or separated has doubled, passing from 2% in the 1970s to 4% in the 2000s.”",You might have heard the popularised claim that “half of marriages end in divorce”. We can see here where that claim might come from – it was once true: 48% of American couples that married in the 1970s were divorced within 25 years.,1.0
We should abandon marriage,Marriages tie up people with unfair obligations,"It seems appropriate to start not with the end of marriages, but instead with the laws that governed marital relations. Innate inequality was visible within these laws, best evidenced through the treatment of wives and crime. According to Lord Wilson, the law presumed that, when not evidence to the contrary, a husband forced his wife into committing a crime, and a wife could use marital coercion as a justification for committing the crime. Unsurprisingly, in deeply religious medieval society, these views were upheld, perpetuated, and perhaps sometimes created by the Bible. Indeed, in marriage ceremonies today in which the Book of Common Prayer is still commonly used, the bridegroom is asked “wilt thou love her, comfort her, honour her, keep her..?” whilst the bride is asked “wilt thou obey him, serve him, love, honour and keep him.” Even enshrined within wedding vows is a woman’s essentially contractual commitment to subservience.","Gender relations between men and women were also evident in the different treatment of both male and female adultery. The inequality is at its clearest in the 1650 Adultery Act passed under Oliver Cromwell, which stated that if a woman committed adultery she would be sentenced to death, whereas if a man committed adultery, he would be sentenced to three months imprisonment unless he committed adultery with a married woman, in which case he would be sentenced to death also. This act did lapse after the Reformation; however, it does evidence the inequality in sentencing.",1.0
We should abandon marriage,Marriages tie up people with unfair obligations,"Qatar’s laws require women to have male guardian permission to marry, regardless of age or former marital status. When a woman is married, guardianship transfers from her father to her husband. The Family Law provides that she can be deemed “disobedient” if she does not obtain her husband’s permission before working, traveling, or if she leaves her home or refuses to have sex with him, without a “legitimate” reason. A few women who fled their marriages after years of abuse told Human Rights Watch their husbands filed claims at court that they had been disobedient which can mean they lose their right to financial support from their husband.","It seems appropriate to start not with the end of marriages, but instead with the laws that governed marital relations. Innate inequality was visible within these laws, best evidenced through the treatment of wives and crime. According to Lord Wilson, the law presumed that, when not evidence to the contrary, a husband forced his wife into committing a crime, and a wife could use marital coercion as a justification for committing the crime. Unsurprisingly, in deeply religious medieval society, these views were upheld, perpetuated, and perhaps sometimes created by the Bible. Indeed, in marriage ceremonies today in which the Book of Common Prayer is still commonly used, the bridegroom is asked “wilt thou love her, comfort her, honour her, keep her..?” whilst the bride is asked “wilt thou obey him, serve him, love, honour and keep him.” Even enshrined within wedding vows is a woman’s essentially contractual commitment to subservience.",1.0
We should abandon marriage,Marriages tie up people with unfair obligations,"Qatar’s laws require women to have male guardian permission to marry, regardless of age or former marital status. When a woman is married, guardianship transfers from her father to her husband. The Family Law provides that she can be deemed “disobedient” if she does not obtain her husband’s permission before working, traveling, or if she leaves her home or refuses to have sex with him, without a “legitimate” reason. A few women who fled their marriages after years of abuse told Human Rights Watch their husbands filed claims at court that they had been disobedient which can mean they lose their right to financial support from their husband.","Mariticide was one form of crime which women could not justify by claiming marital coercion – obviously if a woman kills her husband, she cannot give marital coercion as reasoning. However, within the crime of mariticide, gender inequality is once more revealed. Whilst when a man killed his wife (uxoricide), the crime was simply murder, a woman’s killing of her husband came under the offence of petty treason until the abolition of the offence of petty treason in 1838. An attack on a husband was an attack on a lord and master and thus akin to a challenge to the authority of the crown. For crimes of treason, individuals were usually hung, drawn, and quartered, but as this was deemed to be inappropriate for women they were instead burnt at the stake. Whilst to many this may seem like a more grotesque punishment, there were some small concessions for women: for example, if she was pregnant the execution was postponed, and if she was fortunate, she might be strangled before being burnt at the stake – though that hardly seems like much of a privilege. ",1.0
We should abandon marriage,Marriages tie up people with unfair obligations,The Equality Act says you must not be discriminated against in employment because you are married or in a civil partnership.,"It seems appropriate to start not with the end of marriages, but instead with the laws that governed marital relations. Innate inequality was visible within these laws, best evidenced through the treatment of wives and crime. According to Lord Wilson, the law presumed that, when not evidence to the contrary, a husband forced his wife into committing a crime, and a wife could use marital coercion as a justification for committing the crime. Unsurprisingly, in deeply religious medieval society, these views were upheld, perpetuated, and perhaps sometimes created by the Bible. Indeed, in marriage ceremonies today in which the Book of Common Prayer is still commonly used, the bridegroom is asked “wilt thou love her, comfort her, honour her, keep her..?” whilst the bride is asked “wilt thou obey him, serve him, love, honour and keep him.” Even enshrined within wedding vows is a woman’s essentially contractual commitment to subservience.",1.0
We should abandon marriage,Marriages tie up people with unfair obligations,The Equality Act says you must not be discriminated against in employment because you are married or in a civil partnership.,"Qatar’s laws require women to have male guardian permission to marry, regardless of age or former marital status. When a woman is married, guardianship transfers from her father to her husband. The Family Law provides that she can be deemed “disobedient” if she does not obtain her husband’s permission before working, traveling, or if she leaves her home or refuses to have sex with him, without a “legitimate” reason. A few women who fled their marriages after years of abuse told Human Rights Watch their husbands filed claims at court that they had been disobedient which can mean they lose their right to financial support from their husband.",0.0
We should abandon marriage,Marriages tie up people with unfair obligations,The Equality Act says you must not be discriminated against in employment because you are married or in a civil partnership.,"The fact that men are legendarily wary of marriage is stranger than it first appears. Both men and women benefit from marriage, but men seem to benefit more overall. In addition to being happier and healthier than bachelors, married men earn more money and live longer.",1.0
We should abandon marriage,Marriages tie up people with unfair obligations,"The fact that men are legendarily wary of marriage is stranger than it first appears. Both men and women benefit from marriage, but men seem to benefit more overall. In addition to being happier and healthier than bachelors, married men earn more money and live longer.","Gender relations between men and women were also evident in the different treatment of both male and female adultery. The inequality is at its clearest in the 1650 Adultery Act passed under Oliver Cromwell, which stated that if a woman committed adultery she would be sentenced to death, whereas if a man committed adultery, he would be sentenced to three months imprisonment unless he committed adultery with a married woman, in which case he would be sentenced to death also. This act did lapse after the Reformation; however, it does evidence the inequality in sentencing.",1.0
We should abandon marriage,Marriages tie up people with unfair obligations,"The fact that men are legendarily wary of marriage is stranger than it first appears. Both men and women benefit from marriage, but men seem to benefit more overall. In addition to being happier and healthier than bachelors, married men earn more money and live longer.","Qatar’s laws require women to have male guardian permission to marry, regardless of age or former marital status. When a woman is married, guardianship transfers from her father to her husband. The Family Law provides that she can be deemed “disobedient” if she does not obtain her husband’s permission before working, traveling, or if she leaves her home or refuses to have sex with him, without a “legitimate” reason. A few women who fled their marriages after years of abuse told Human Rights Watch their husbands filed claims at court that they had been disobedient which can mean they lose their right to financial support from their husband.",1.0
We should abandon marriage,Most of the advantages of marriage are achieved by a monogamous relationship,"From a health perspective, one of the big advantages of monogamy is the reduced risk for contracting sexually transmitted diseases (STDs) like HIV, gonorrhea and herpes. There are ways to get STDS other than sex, such as intravenous drug use in the case of HIV. In most cases the chances of contracting one are extremely low, unless you or your partner previously had an STD. Non-monogamous people are at a higher risk for contracting STDs due to involvememtn with multiple partners and those who may or may not know or wish to share their history of STDs.","Intimacy means having a deep personal connection with someone. One advantage of monogamy is that it fosters emotional intimacy, supporting two people in developing a strong, affectionate relationship. In a monogamous relationship, most people expect the search for a partner to be over, building a solid, intimate relationship that will stand the test of time.",0.0
We should abandon marriage,Most of the advantages of marriage are achieved by a monogamous relationship,"In a monogamous relationship, most people expect the search for a partner to be over, building a solid, intimate relationship that will stand the test of time.","From a health perspective, one of the big advantages of monogamy is the reduced risk for contracting sexually transmitted diseases (STDs) like HIV, gonorrhea and herpes. There are ways to get STDS other than sex, such as intravenous drug use in the case of HIV. In most cases the chances of contracting one are extremely low, unless you or your partner previously had an STD. Non-monogamous people are at a higher risk for contracting STDs due to involvememtn with multiple partners and those who may or may not know or wish to share their history of STDs.",1.0
We should abandon marriage,Most of the advantages of marriage are achieved by a monogamous relationship,"In a monogamous relationship, most people expect the search for a partner to be over, building a solid, intimate relationship that will stand the test of time.",Knowing that a partner will always prioritize time and personal investment to a single person leaves that person with greater confidence that the emotional dynamics and support system will retain it’s stability. More so than it would with someone who divides time and personal investment between multiple partners who may have changing needs and wants.,0.0
We should abandon marriage,Most of the advantages of marriage are achieved by a monogamous relationship,"It's such a dominant approach to love and partnership and so ingrained into the very fabric of many societies today, monogamy may seem like simply the way relationships work. ","From a health perspective, one of the big advantages of monogamy is the reduced risk for contracting sexually transmitted diseases (STDs) like HIV, gonorrhea and herpes. There are ways to get STDS other than sex, such as intravenous drug use in the case of HIV. In most cases the chances of contracting one are extremely low, unless you or your partner previously had an STD. Non-monogamous people are at a higher risk for contracting STDs due to involvememtn with multiple partners and those who may or may not know or wish to share their history of STDs.",1.0
We should abandon marriage,Most of the advantages of marriage are achieved by a monogamous relationship,"It's such a dominant approach to love and partnership and so ingrained into the very fabric of many societies today, monogamy may seem like simply the way relationships work. ","In a monogamous relationship, most people expect the search for a partner to be over, building a solid, intimate relationship that will stand the test of time.",1.0
We should abandon marriage,Most of the advantages of marriage are achieved by a monogamous relationship,"It's such a dominant approach to love and partnership and so ingrained into the very fabric of many societies today, monogamy may seem like simply the way relationships work. ","Intimacy means having a deep personal connection with someone. One advantage of monogamy is that it fosters emotional intimacy, supporting two people in developing a strong, affectionate relationship. In a monogamous relationship, most people expect the search for a partner to be over, building a solid, intimate relationship that will stand the test of time.",1.0
We should abandon marriage,Most of the advantages of marriage are achieved by a monogamous relationship,"It's such a dominant approach to love and partnership and so ingrained into the very fabric of many societies today, monogamy may seem like simply the way relationships work. ",Knowing that a partner will always prioritize time and personal investment to a single person leaves that person with greater confidence that the emotional dynamics and support system will retain it’s stability. More so than it would with someone who divides time and personal investment between multiple partners who may have changing needs and wants.,1.0
We should abolish capital punishment,State-sanctioned killing is principally wrong,"According to Amnesty International, the death penalty is the ultimate, irreversible denial of human rights.","Execution is the ultimate, irrevocable punishment: the risk of executing an innocent person can never be eliminated. And such mistakes cannot be unmade. Since 1976, 143 US death row prisoners have been exonerated completely for their crimes.",0.0
We should abolish capital punishment,State-sanctioned killing is principally wrong,"According to Amnesty International, the death penalty is the ultimate, irreversible denial of human rights.","In 2002, the U.S. Supreme Court banned the execution of people with mental retardation in Atkins v. Virginia, ruling that the practice constitutes cruel and unusual punishment.",0.0
We should abolish capital punishment,State-sanctioned killing is principally wrong,"According to Amnesty International, the death penalty is the ultimate, irreversible denial of human rights.",Judge Fogel halted the execution to permit time to review whether the new injection procedures addressed previous objections.,0.0
We should abolish capital punishment,State-sanctioned killing is principally wrong,"According to Amnesty International, the death penalty is the ultimate, irreversible denial of human rights.","The death penalty system in the US is applied in an unfair and unjust manner against people, largely dependent on how much money they have, the skill of their attorneys, race of the victim and where the crime took place.  People of color are far more likely to be executed than white people, especially if thevictim is white. Innocent people are too often sentenced to death.  Since 1973, over 156 people have been released from death rows in 26 states because of innocence.  Nationally, at least one person is exonerated for every 10 that are executed.  ",0.0
We should abolish capital punishment,State-sanctioned killing is principally wrong,"Execution is the ultimate, irrevocable punishment: the risk of executing an innocent person can never be eliminated. And such mistakes cannot be unmade. Since 1976, 143 US death row prisoners have been exonerated completely for their crimes.","The death penalty system in the US is applied in an unfair and unjust manner against people, largely dependent on how much money they have, the skill of their attorneys, race of the victim and where the crime took place.  People of color are far more likely to be executed than white people, especially if thevictim is white. Innocent people are too often sentenced to death.  Since 1973, over 156 people have been released from death rows in 26 states because of innocence.  Nationally, at least one person is exonerated for every 10 that are executed.  ",0.0
We should abolish capital punishment,State-sanctioned killing is principally wrong,"In 2002, the U.S. Supreme Court banned the execution of people with mental retardation in Atkins v. Virginia, ruling that the practice constitutes cruel and unusual punishment.","The death penalty system in the US is applied in an unfair and unjust manner against people, largely dependent on how much money they have, the skill of their attorneys, race of the victim and where the crime took place.  People of color are far more likely to be executed than white people, especially if thevictim is white. Innocent people are too often sentenced to death.  Since 1973, over 156 people have been released from death rows in 26 states because of innocence.  Nationally, at least one person is exonerated for every 10 that are executed.  ",0.0
We should abolish capital punishment,State-sanctioned killing is principally wrong,Judge Fogel halted the execution to permit time to review whether the new injection procedures addressed previous objections.,"The death penalty system in the US is applied in an unfair and unjust manner against people, largely dependent on how much money they have, the skill of their attorneys, race of the victim and where the crime took place.  People of color are far more likely to be executed than white people, especially if thevictim is white. Innocent people are too often sentenced to death.  Since 1973, over 156 people have been released from death rows in 26 states because of innocence.  Nationally, at least one person is exonerated for every 10 that are executed.  ",0.0
We should abolish capital punishment,The death penalty harms the disenfranchised,"In a recent op-ed in the Albuquerque Journal, the president of the New Mexico Criminal Defense Lawyers Association discussed the high costs of the federal death penalty. In particular, Barbara Mandel detailed the expenses involved in the recent federal trial of John McCluskey. He was sentenced to life without parole, an outcome that Mandel wrote, occurred years and at least a million dollars later than it should have. According to the op-ed, McCluskey had been willing to plead guilty in exchange for a sentence less than death early on, and, in February 2013, a senior judge offered to mediate the case. Although then-U.S. Attorney Kenneth Gonzalez rejected the offer, he did acknowledge that federal capital prosecutions inflict logistical and financial burdens on the entire federal system.","A 2010 study by the Administrative Office of the U.S. Courts concluded that the median cost of a federal death penalty case was nearly eight times greater than a non-death penalty case. The average cost for the defense in a federal death penalty trial is $620,932, and that figure does not include the cost incurred by the courts, investigative staff, the jury, and expert witnesses. Mandel also underscored that federal death penalty cases divert resources from other cases. She wrote, If a government employee must devote 1,000 hours to seek a death sentence but only 100 hours to obtain a life without parole sentence pursuant to a plea agreement, that 900 hours could have been devoted to other cases. Mandel concluded, The citizens of New Mexico rejected the death penalty, in part because it requires diverting resources that could be allocated to programs that better increase public safety, health and welfare.",0.0
We should abolish capital punishment,The death penalty harms the disenfranchised,"In one occasion, Persian daily Neshat published an article which called for abolishing the death penalty, claiming that the capital punishment is no cure for maladies afflicting modern society.","A 2010 study by the Administrative Office of the U.S. Courts concluded that the median cost of a federal death penalty case was nearly eight times greater than a non-death penalty case. The average cost for the defense in a federal death penalty trial is $620,932, and that figure does not include the cost incurred by the courts, investigative staff, the jury, and expert witnesses. Mandel also underscored that federal death penalty cases divert resources from other cases. She wrote, If a government employee must devote 1,000 hours to seek a death sentence but only 100 hours to obtain a life without parole sentence pursuant to a plea agreement, that 900 hours could have been devoted to other cases. Mandel concluded, The citizens of New Mexico rejected the death penalty, in part because it requires diverting resources that could be allocated to programs that better increase public safety, health and welfare.",0.0
We should abolish capital punishment,The death penalty harms the disenfranchised,The death penalty is a waste of taxpayer funds and has no public safety benefit. The vast majority of law enforcement professionals surveyed agree that capital punishment does not deter violent crime; a survey of police chiefs nationwide found they rank the death penalty lowest among ways to reduce violent crime.,"A 2010 study by the Administrative Office of the U.S. Courts concluded that the median cost of a federal death penalty case was nearly eight times greater than a non-death penalty case. The average cost for the defense in a federal death penalty trial is $620,932, and that figure does not include the cost incurred by the courts, investigative staff, the jury, and expert witnesses. Mandel also underscored that federal death penalty cases divert resources from other cases. She wrote, If a government employee must devote 1,000 hours to seek a death sentence but only 100 hours to obtain a life without parole sentence pursuant to a plea agreement, that 900 hours could have been devoted to other cases. Mandel concluded, The citizens of New Mexico rejected the death penalty, in part because it requires diverting resources that could be allocated to programs that better increase public safety, health and welfare.",0.0
We should abolish capital punishment,The death penalty harms the disenfranchised,The death penalty is a waste of taxpayer funds and has no public safety benefit. The vast majority of law enforcement professionals surveyed agree that capital punishment does not deter violent crime; a survey of police chiefs nationwide found they rank the death penalty lowest among ways to reduce violent crime.,"In a recent op-ed in the Albuquerque Journal, the president of the New Mexico Criminal Defense Lawyers Association discussed the high costs of the federal death penalty. In particular, Barbara Mandel detailed the expenses involved in the recent federal trial of John McCluskey. He was sentenced to life without parole, an outcome that Mandel wrote, occurred years and at least a million dollars later than it should have. According to the op-ed, McCluskey had been willing to plead guilty in exchange for a sentence less than death early on, and, in February 2013, a senior judge offered to mediate the case. Although then-U.S. Attorney Kenneth Gonzalez rejected the offer, he did acknowledge that federal capital prosecutions inflict logistical and financial burdens on the entire federal system.",1.0
We should abolish capital punishment,The death penalty helps the victim/their family,"A November 2009 television survey showed that 70% favoured reinstating the death penalty for at least one of the following crimes: armed robbery, rape, crimes related to paedophilia, terrorism, adult murder, child murder, child rape, treason, child abuse or kidnapping.","Henry McMaster, JD, Governor of South Carolina, in a May 5, 2021 twitter thread that included a link to the The State article by Emily Bohatch, SC House Passes Bill Bringing Back Electric Chair, Introducing Firing Squad, stated: The S.C House has given second reading to a bill that will restore the state’s ability to carry out the death penalty. We are one step closer to providing victims’ families and loved ones with the justice and closure they are owed by law. I will sign this legislation as soon as it gets to my desk.",1.0
We should abolish capital punishment,The death penalty helps the victim/their family,"A November 2009 television survey showed that 70% favoured reinstating the death penalty for at least one of the following crimes: armed robbery, rape, crimes related to paedophilia, terrorism, adult murder, child murder, child rape, treason, child abuse or kidnapping.","Proponents of the death penalty say it is an important tool for preserving law and order, deters crime, and costs less than life imprisonment. They argue that retribution or “an eye for an eye” honors the victim, helps console grieving families, and ensures that the perpetrators of heinous crimes never have an opportunity to cause future tragedy.",1.0
We should abolish capital punishment,The death penalty helps the victim/their family,"Also in August 2011, a representative survey conducted by Angus Reid Public Opinion showed that 65% of Britons support reinstating the death penalty for murder in Great Britain, while 28% oppose this course of action.","Henry McMaster, JD, Governor of South Carolina, in a May 5, 2021 twitter thread that included a link to the The State article by Emily Bohatch, SC House Passes Bill Bringing Back Electric Chair, Introducing Firing Squad, stated: The S.C House has given second reading to a bill that will restore the state’s ability to carry out the death penalty. We are one step closer to providing victims’ families and loved ones with the justice and closure they are owed by law. I will sign this legislation as soon as it gets to my desk.",1.0
We should abolish capital punishment,The death penalty helps the victim/their family,"Also in August 2011, a representative survey conducted by Angus Reid Public Opinion showed that 65% of Britons support reinstating the death penalty for murder in Great Britain, while 28% oppose this course of action.","Leslie Rutledge, JD, Arkansas Attorney General, and Tom Cotton, JD, US Senator (R-AR), in a Sep. 17, 2019 article, Justice Served: Resuming Death Penalty Right Thing, available at arkansasag.gov, stated: Though we understand some Arkansans have principled objections to the death penalty, we believe the ultimate punishment is warranted for the most heinous murderers. Capital punishment can help bring closure for victims’ families, deter other would-be murderers, and express the moral outrage of our society for the most atrocious crimes. Consider the case of Daniel Lewis Lee, one of the five convicted murderers whose execution will now proceed. Lee belonged to a white-supremacist group called the Aryan People’s Revolution… Simple justice demands that Daniel Lewis Lee and murderers like him face the ultimate punishment, which truly fits the crime. Further, the death penalty in this case warns criminals to stop short of murder, lest they face execution. The death penalty also ends a horrific and prolonged period of pain and justice delayed for a victim’s loved ones–in a case where Lee doesn’t even deny his guilt.",0.0
We should abolish capital punishment,The death penalty helps the victim/their family,"Also in August 2011, a representative survey conducted by Angus Reid Public Opinion showed that 65% of Britons support reinstating the death penalty for murder in Great Britain, while 28% oppose this course of action.","Though he opposed the death penalty, Ross strongly supported his own death sentence in the last year of his life, saying that he wanted to spare his victims' families any more pain.",0.0
